long,lat,gbd_path_type,gbd_total_time,gbd_transfer_count,gbd_total_distance,gbd_total_walk_distance,gbd_total_fare,cbd_m,gbd_m,ybd_m,north_hangang,district,address,jibun,station,station_m,univ,univ_m,road_m,scale,junse,month,date,guarantee,rent_month,build,new_address,term,contract1,contract2,contract3,contract3
127.0226281,37.5178942,2,1633,0,4095,989,2800,8970.871323,2639.960567,6634.279877,0,se,서울특별시 강남구 신사동,5**,신사역,263,한양대학교,4847,8m미만,30,1,202310,4,"14,000",0,2000,도산대로11길,202311~202511,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,30,1,202302,14,"10,000",0,1997,도산대로17길,202303~202403,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,30,1,202302,14,"10,000",0,1997,도산대로17길,202303~202403,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,31,0,202308,18,"1,000",70,1997,도산대로23길,202308~202508,신규,-,0,0
127.0329379,37.5223005,2,1190,0,2631,689,1500,9850.761059,2373.006322,6871.183601,0,se,서울특별시 강남구 신사동,6**,압구정역,609,한양대학교,4086,8m미만,31,0,202302,24,"2,000",90,2000,언주로151길,202302~202502,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,31.06,0,202305,11,"2,000",150,,도산대로23길,202305~202405,신규,-,0,0
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,31.18,0,202303,23,"2,000",75,1994,도산대로19길,202305~202504,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,31.75,0,202307,15,"1,000",60,1997,논현로155길,202307~202507,신규,-,0,0
127.0288168,37.5221973,2,1572,0,2993,1168,1500,9487.059474,2572.373177,6623.689668,0,se,서울특별시 강남구 신사동,5**,압구정역,477,한양대학교,4203,8m미만,31.8,0,202311,25,"1,000",80,2001,논현로158길,202311~202411,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,32,0,202310,28,"1,000",68,1997,논현로155길,202310~202510,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,32.51,0,202311,6,"1,000",35,1997,도산대로17길,202311~202511,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,33,0,202302,11,"3,000",63,1996,도산대로23길,202302~202502,갱신,-,"3,000",54
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,33,0,202303,27,"2,000",125,2003,언주로153길,202304~202504,신규,-,0,0
127.0279356,37.526372,2,1749,0,4518,597,1500,9404.161318,2992.369588,6239.125361,0,se,서울특별시 강남구 신사동,5**,압구정역,50,한양대학교,3798,8m미만,33,1,202306,17,"11,000",0,1997,논현로175길,202307~202507,신규,-,0,0
127.0241133,37.5186056,3,1364,1,3580,739,1400,9094.940273,2583.036011,6652.37489,0,se,서울특별시 강남구 신사동,5**,신사역,415,한양대학교,4724,12m미만,33.07,1,202306,12,"18,000",0,1995,도산대로15길,202307~202506,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,33.11,0,202303,13,"1,000",84,1995,논현로155길,202303~202403,신규,-,0,0
127.0226281,37.5178942,2,1633,0,4095,989,2800,8970.871323,2639.960567,6634.279877,0,se,서울특별시 강남구 신사동,5**,신사역,263,한양대학교,4847,8m미만,33.24,1,202301,10,"16,000",0,2000,도산대로11길,202302~202502,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,33.8,1,202305,14,"8,925",0,1995,논현로155길,202305~202505,갱신,사용,"8,500",0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,34.48,0,202307,3,"3,000",90,1996,논현로155길,202307~202507,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,34.48,0,202305,9,"1,000",80,1996,논현로155길,202305~202505,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,35,0,202303,24,"1,000",70,1997,도산대로23길,202304~202504,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,35.4,0,202306,30,"1,000",65,1996,논현로155길,202307~202506,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,35.7,0,202308,24,"2,000",75,1996,도산대로23길,202309~202509,신규,-,0,0
127.0326757,37.525745,2,1424,0,3226,807,1500,9822.456555,2717.460322,6592.590333,0,se,서울특별시 강남구 신사동,6**,압구정역,379,한양대학교,3723,8m미만,36,0,202301,30,500,110,1997,언주로165길,202301~202307,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,36.75,1,202306,30,"14,700",0,1994,도산대로17길,202308~202508,갱신,-,"14,000",0
127.0326757,37.525745,2,1424,0,3226,807,1500,9822.456555,2717.460322,6592.590333,0,se,서울특별시 강남구 신사동,6**,압구정역,379,한양대학교,3723,8m미만,37.51,0,202307,27,"2,500",80,1996,언주로165길,202308~202408,신규,-,0,0
127.0229893,37.5238739,2,1918,0,4970,594,1500,8967.257808,3051.955208,6139.372594,0,se,서울특별시 강남구 신사동,5**,압구정역,566,한양대학교,4233,12m미만,37.84,1,202307,3,"21,000",0,1994,압구정로14길,202308~202508,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,38,0,202311,8,"1,000",90,1996,논현로155길,202312~202511,신규,-,0,0
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,38,1,202302,3,"19,950",0,1988,도산대로19길,202302~202502,갱신,사용,"19,950",0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,38.34,0,202310,13,"2,000",80,2002,논현로155길,202311~202511,신규,-,0,0
127.0369671,37.5230351,2,1291,0,2870,654,1500,10204.49342,2283.79916,7075.779975,0,se,서울특별시 강남구 신사동,6**,압구정로데오역,591,한양대학교,3931,8m미만,38.9,0,202305,22,"2,000",94,2000,도산대로49길,202307~202507,신규,-,0,0
127.031319,37.5212651,2,1381,0,2799,918,1500,9712.233397,2356.358629,6851.46269,0,se,서울특별시 강남구 신사동,6**,압구정역,631,한양대학교,4234,8m미만,39.06,0,202303,21,"3,000",120,2002,도산대로37길,202304~202504,신규,-,0,0
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,39.2,0,202308,23,"10,000",33,1995,도산대로19길,202309~202409,갱신,-,"10,000",33
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,39.2,1,202301,31,"16,600",0,1995,도산대로19길,202302~202408,갱신,-,"15,900",0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,40,0,202303,7,"1,000",40,1997,도산대로17길,202303~202503,신규,-,0,0
127.0288727,37.523602,3,1347,1,4494,526,1500,9487.786892,2693.315693,6514.795227,0,se,서울특별시 강남구 신사동,5**,압구정역,322,한양대학교,4054,8m미만,40,0,202305,8,"3,000",57,1996,논현로164길,202305~202505,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,40,0,202309,12,"6,000",66,1996,도산대로23길,202309~202510,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,40,0,202303,14,"1,500",47,1997,도산대로17길,202304~202504,신규,-,0,0
127.0329379,37.5223005,2,1190,0,2631,689,1500,9850.761059,2373.006322,6871.183601,0,se,서울특별시 강남구 신사동,6**,압구정역,609,한양대학교,4086,8m미만,40,0,202309,20,500,60,1997,언주로151길,202310~202510,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,40,0,202305,26,"14,050",20,,도산대로17길,-,-,-, , 
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,40.04,0,202305,12,"5,000",110,2001,언주로153길,202305~202505,신규,-,0,0
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,40.04,0,202310,13,"5,000",120,2001,언주로153길,202310~202510,신규,-,0,0
127.0324836,37.5236224,2,1333,0,2770,847,1500,9806.886105,2519.546207,6740.404595,0,se,서울특별시 강남구 신사동,6**,압구정역,475,한양대학교,3955,8m미만,40.87,0,202310,22,"30,000",30,2002,언주로157길,202312~202512,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,41.38,0,202310,31,"2,000",100,1996,논현로155길,202311~202511,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,42.5,1,202304,25,"17,850",0,1995,논현로155길,202304~202504,신규,-,0,0
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,42.9,0,202301,9,"1,000",100,2002,도산대로19길,202301~202401,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,42.9,0,202305,24,"5,000",100,1995,논현로155길,202305~202505,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,42.9,1,202306,25,"10,500",0,1995,논현로155길,202306~202506,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,42.98,1,202311,9,"15,225",0,1994,도산대로17길,202311~202511,갱신,-,"14,500",0
127.0241133,37.5186056,3,1364,1,3580,739,1400,9094.940273,2583.036011,6652.37489,0,se,서울특별시 강남구 신사동,5**,신사역,415,한양대학교,4724,12m미만,43,0,202307,7,"5,000",56,1997,도산대로15길,202307~202507,신규,-,0,0
127.0288727,37.523602,3,1347,1,4494,526,1500,9487.786892,2693.315693,6514.795227,0,se,서울특별시 강남구 신사동,5**,압구정역,322,한양대학교,4054,8m미만,43,0,202310,27,"17,000",30,1994,논현로164길,202311~202511,갱신,-,"16,000",30
127.027275,37.5200864,3,1338,1,3593,696,1400,9362.15069,2486.410479,6705.2035,0,se,서울특별시 강남구 신사동,5**,압구정역,718,한양대학교,4469,12m미만,43,0,202305,30,"1,000",150,1988,도산대로25길,202306~202506,신규,-,0,0
127.027275,37.5200864,3,1338,1,3593,696,1400,9362.15069,2486.410479,6705.2035,0,se,서울특별시 강남구 신사동,5**,압구정역,718,한양대학교,4469,12m미만,43,0,202305,30,"1,000",105,1988,도산대로25길,202306~202506,신규,-,0,0
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,44.5,0,202304,15,"1,500",54,1997,언주로153길,-,-,-, , 
127.0219123,37.5233419,2,1779,0,4861,441,1500,8873.245121,3077.275352,6122.225088,0,se,서울특별시 강남구 신사동,5**,압구정역,678,한양대학교,4329,12m미만,45,0,202309,16,"2,000",120,1995,압구정로10길,202310~202510,신규,-,0,0
127.0288727,37.523602,3,1347,1,4494,526,1500,9487.786892,2693.315693,6514.795227,0,se,서울특별시 강남구 신사동,5**,압구정역,322,한양대학교,4054,8m미만,46.9,0,202302,13,"1,000",125,1994,논현로164길,202302~202402,신규,-,0,0
127.0326757,37.525745,2,1424,0,3226,807,1500,9822.456555,2717.460322,6592.590333,0,se,서울특별시 강남구 신사동,6**,압구정역,379,한양대학교,3723,8m미만,48,0,202302,17,"2,000",140,1997,언주로165길,202303~202402,갱신,-,"2,000",130
127.0288168,37.5221973,2,1572,0,2993,1168,1500,9487.059474,2572.373177,6623.689668,0,se,서울특별시 강남구 신사동,5**,압구정역,477,한양대학교,4203,8m미만,48.16,0,202308,5,"4,000",130,1996,논현로158길,202308~202508,신규,-,0,0
127.0329379,37.5223005,2,1190,0,2631,689,1500,9850.761059,2373.006322,6871.183601,0,se,서울특별시 강남구 신사동,6**,압구정역,609,한양대학교,4086,8m미만,49.5,0,202306,21,500,59,1997,언주로151길,202306~202406,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,49.5,0,202303,21,"5,000",100,1995,논현로155길,202303~202503,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,50,0,202303,13,"1,500",55,1993,논현로155길,-,갱신,사용,"1,500",55
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,50,0,202311,19,"6,500",75,1998,논현로155길,202311~202511,갱신,-,"6,500",65
127.0219123,37.5233419,2,1779,0,4861,441,1500,8873.245121,3077.275352,6122.225088,0,se,서울특별시 강남구 신사동,5**,압구정역,678,한양대학교,4329,12m미만,50,0,202308,26,"3,000",170,1995,압구정로10길,202309~202509,신규,-,0,0
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,50,0,202307,31,"2,000",130,1998,언주로153길,-,-,-, , 
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,50,0,202305,31,"4,500",65,1993,논현로155길,202306~202405,신규,-,0,0
127.0241133,37.5186056,3,1364,1,3580,739,1400,9094.940273,2583.036011,6652.37489,0,se,서울특별시 강남구 신사동,5**,신사역,415,한양대학교,4724,12m미만,50,1,202302,24,"26,350",0,1994,도산대로15길,202302~202502,갱신,-,"24,150",0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,50.76,0,202306,26,"2,000",110,2000,논현로155길,202307~202507,갱신,사용,"2,000",110
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,50.76,0,202302,27,"2,000",110,2000,논현로155길,202303~202502,갱신,-,"3,000",100
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,54,0,202303,2,"3,000",70,1997,언주로153길,202303~202403,갱신,-,"5,000",65
127.0276428,37.5204433,3,1380,1,3644,761,1400,9392.291541,2492.609176,6697.008107,0,se,서울특별시 강남구 신사동,5**,압구정역,675,한양대학교,4421,8m미만,55,1,202303,29,"28,000",0,2004,논현로151길,202305~202505,신규,-,0,0
127.025993,37.5194756,3,1234,1,3496,554,1400,9253.443794,2520.230017,6682.818862,0,se,서울특별시 강남구 신사동,5**,신사역,607,한양대학교,4572,8m미만,57.98,0,202310,7,"19,000",9,1991,도산대로23길,202311~202411,신규,-,0,0
127.0276428,37.5204433,3,1380,1,3644,761,1400,9392.291541,2492.609176,6697.008107,0,se,서울특별시 강남구 신사동,5**,압구정역,675,한양대학교,4421,8m미만,58.46,1,202302,7,"38,000",0,1990,논현로151길,202303~202503,신규,-,0,0
127.0191539,37.5213436,2,1854,0,4976,547,1500,8637.624672,3115.393267,6143.674596,0,se,서울특별시 강남구 신사동,5**,신사역,554,동국대학교,4478,12m미만,58.9,1,202302,13,"32,000",0,2008,압구정로2길,202302~202502,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,62.26,0,202307,24,"2,000",100,1996,논현로155길,202307~202507,갱신,-,"2,000",115
127.0200981,37.5169408,2,1537,0,3934,572,2800,8758.591485,2768.628892,6588.008755,0,se,서울특별시 강남구 신사동,5**,신사역,59,동국대학교,4963,12m미만,65.03,0,202308,9,"3,300",132,1978,도산대로1길,-,-,-, , 
127.0252679,37.519155,3,1289,1,3497,632,1400,9192.026986,2544.018132,6669.150388,0,se,서울특별시 강남구 신사동,5**,신사역,534,한양대학교,4629,8m미만,66,1,202307,4,"31,000",0,1991,도산대로19길,202308~202508,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,66.08,1,202301,14,"26,200",0,1994,논현로155길,202301~202501,갱신,-,"25,000",0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,66.11,1,202302,18,"19,000",0,1996,도산대로17길,202303~202503,신규,-,0,0
127.0248741,37.5188773,3,1278,1,3516,621,1400,9159.619137,2550.2883,6670.974469,0,se,서울특별시 강남구 신사동,5**,신사역,488,한양대학교,4670,8m미만,66.14,1,202311,14,"30,000",0,1996,도산대로17길,202312~202512,신규,-,0,0
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,104.18,0,202306,16,"37,800",20,1996,논현로155길,202306~202506,갱신,-,"37,800",0
127.0288168,37.5221973,2,1572,0,2993,1168,1500,9487.059474,2572.373177,6623.689668,0,se,서울특별시 강남구 신사동,5**,압구정역,477,한양대학교,4203,8m미만,109.83,1,202303,14,"50,000",0,1997,논현로158길,202303~202503,신규,-,0,0
127.0343392,37.5272131,2,1497,0,3431,624,1500,9971.793201,2801.410858,6596.22245,0,se,서울특별시 강남구 신사동,6**,압구정역,524,한양대학교,3527,8m미만,110,0,202307,6,"2,000",220,1993,언주로170길,202307~202407,신규,-,0,0
127.0279356,37.526372,2,1749,0,4518,597,1500,9404.161318,2992.369588,6239.125361,0,se,서울특별시 강남구 신사동,5**,압구정역,50,한양대학교,3798,8m미만,119.79,0,202310,31,"9,000",30,1997,논현로175길,-,-,-, , 
127.0276276,37.5217084,2,1982,0,4721,885,1500,9384.090344,2597.805599,6591.818059,0,se,서울특별시 강남구 신사동,5**,압구정역,536,한양대학교,4289,8m미만,124.87,0,202303,21,"30,000",135,1994,논현로155길,202303~202503,갱신,-,"63,000",0
127.0241133,37.5186056,3,1364,1,3580,739,1400,9094.940273,2583.036011,6652.37489,0,se,서울특별시 강남구 신사동,5**,신사역,415,한양대학교,4724,12m미만,140.56,0,202309,20,"40,000",50,1995,도산대로15길,202310~202510,신규,-,0,0
127.0326983,37.5226943,2,1242,0,2673,764,1500,9828.251965,2421.356187,6825.517408,0,se,서울특별시 강남구 신사동,6**,압구정역,562,한양대학교,4049,25m미만,211.9,0,202302,28,"17,000",65,,언주로153길,-,-,-, , 
127.0279356,37.526372,2,1749,0,4518,597,1500,9404.161318,2992.369588,6239.125361,0,se,서울특별시 강남구 신사동,5**,압구정역,50,한양대학교,3798,8m미만,229.36,0,202306,26,"7,000",500,1997,논현로175길,202308~202508,신규,-,0,0
127.0367116,37.4954695,2,1172,0,1910,979,1500,10701.07102,1310.137293,9383.97624,0,se,서울특별시 강남구 역삼동,7**,역삼역,577,총신대학교,6226,8m미만,11,1,202303,19,"8,000",0,1996,역삼로19길,202305~202405,신규,-,0,0
127.0367116,37.4954695,2,1172,0,1910,979,1500,10701.07102,1310.137293,9383.97624,0,se,서울특별시 강남구 역삼동,7**,역삼역,577,총신대학교,6226,8m미만,11,1,202303,19,"8,000",0,1996,역삼로19길,202304~202404,신규,-,0,0
127.0364916,37.4915092,2,1494,0,3071,529,1200,10826.48324,1667.731452,9740.916291,0,se,서울특별시 강남구 역삼동,7**,양재역,798,총신대학교,6168,12m미만,13.68,0,202310,25,500,52,1996,도곡로13길,202311~202411,신규,-,0,0
127.0392094,37.4949746,2,1116,0,1764,861,1500,10928.13651,1214.408587,9554.30159,0,se,서울특별시 강남구 역삼동,7**,역삼역,676,건국대학교,6172,8m미만,15,0,202306,5,"3,000",50,1998,논현로71길,202307~202407,갱신,-,"3,000",50
127.0392094,37.4949746,2,1116,0,1764,861,1500,10928.13651,1214.408587,9554.30159,0,se,서울특별시 강남구 역삼동,7**,역삼역,676,건국대학교,6172,8m미만,15,0,202301,9,"5,000",40,1998,논현로71길,202302~202402,신규,-,0,0
127.0392094,37.4949746,2,1116,0,1764,861,1500,10928.13651,1214.408587,9554.30159,0,se,서울특별시 강남구 역삼동,7**,역삼역,676,건국대학교,6172,8m미만,15,0,202306,30,"3,000",38,1998,논현로71길,202307~202407,신규,-,0,0
127.0366988,37.5024088,1,622,0,1573,458,1400,10487.97116,919.9959893,8755.574372,0,se,서울특별시 강남구 역삼동,6**,역삼역,195,건국대학교,5651,8m미만,15.15,0,202306,10,"1,000",50,2004,논현로94길,202306~202406,신규,-,0,0
127.035452,37.4943399,2,1436,0,2625,1003,1500,10634.90514,1477.767899,9426.961387,0,se,서울특별시 강남구 역삼동,8**,역삼역,707,총신대학교,6101,12m미만,15.5,0,202307,6,500,50,1992,역삼로14길,202309~202409,신규,-,0,0
127.0358777,37.4944209,2,1663,0,3072,891,1200,10667.66604,1445.588192,9440.018037,0,se,서울특별시 강남구 역삼동,7**,역삼역,694,총신대학교,6139,8m미만,16.5,0,202303,23,500,40,1993,역삼로18길,202304~202504,신규,-,0,0
127.0403855,37.4944482,2,1116,0,1784,902,1500,11045.08418,1210.428354,9661.893281,0,se,서울특별시 강남구 역삼동,7**,역삼역,772,건국대학교,6163,8m미만,17.22,0,202310,13,200,75,1991,논현로68길,202310~202410,신규,-,0,0
127.0392094,37.4949746,2,1116,0,1764,861,1500,10928.13651,1214.408587,9554.30159,0,se,서울특별시 강남구 역삼동,7**,역삼역,676,건국대학교,6172,12m미만,18,0,202305,3,"1,000",60,1992,논현로71길,202305~202405,신규,-,0,0
127.0514087,37.498529,2,731,0,1288,476,1500,11854.63163,730.1086722,9910.9607,0,se,서울특별시 강남구 역삼동,7**,한티역,283,건국대학교,5283,8m미만,18,0,202305,17,"1,000",60,1997,선릉로69길,202305~202405,신규,-,0,0
127.0254719,37.5040471,2,1122,0,2455,640,1500,9480.93834,1894.68724,8044.094741,0,se,서울특별시 강남구 역삼동,6**,신논현역,84,총신대학교,5463,8m미만,18,0,202311,20,"1,000",81,2019,강남대로110길,-,신규,-,0,0
127.0318919,37.4904077,2,1187,0,2609,560,1500,10490.10472,2012.588394,9634.262916,0,se,서울특별시 강남구 역삼동,8**,양재역,678,총신대학교,5756,12m미만,18,0,202301,26,"1,000",63,2011,강남대로62길,202302~202401,신규,-,0,0
127.0336075,37.4945321,2,1365,0,2461,860,1500,10473.66813,1579.601279,9320.994107,0,se,서울특별시 강남구 역삼동,7**,강남역,635,총신대학교,5941,8m미만,18,0,202301,27,300,40,1997,역삼로9길,202302~202402,신규,-,0,0
127.0318919,37.4904077,2,1187,0,2609,560,1500,10490.10472,2012.588394,9634.262916,0,se,서울특별시 강남구 역삼동,8**,양재역,678,총신대학교,5756,12m미만,18,0,202301,27,"1,000",65,2011,강남대로62길,202302~202501,신규,-,0,0
127.0371486,37.4948048,2,1203,0,1910,983,1500,10760.74879,1339.448905,9466.747465,0,se,서울특별시 강남구 역삼동,7**,역삼역,653,총신대학교,6256,12m미만,18.2,0,202311,20,"5,000",22,1993,역삼로20길,-,-,-, , 
127.0444506,37.4973665,2,897,0,1586,541,1200,11294.56494,771.6898112,9616.784604,0,se,서울특별시 강남구 역삼동,7**,한티역,757,건국대학교,5697,12m미만,18.93,0,202306,17,"2,000",46,,언주로71길,-,-,-, , 
127.0395316,37.4966207,2,938,0,1636,686,1500,10900.66314,1050.039294,9421.711153,0,se,서울특별시 강남구 역삼동,7**,역삼역,524,건국대학교,6005,8m미만,19,0,202303,28,500,58,1997,논현로74길,-,-,-, , 
127.0303995,37.5058149,2,949,0,1700,741,1500,9858.956769,1472.207036,8122.028254,0,se,서울특별시 강남구 역삼동,6**,언주역,356,건국대학교,5766,8m미만,19.31,0,202306,7,"1,000",85,2019,봉은사로18길,202307~202407,갱신,-,"1,000",85
127.0303995,37.5058149,2,949,0,1700,741,1500,9858.956769,1472.207036,8122.028254,0,se,서울특별시 강남구 역삼동,6**,언주역,356,건국대학교,5766,8m미만,19.31,0,202302,10,"1,000",95,2019,봉은사로18길,202303~202403,갱신,-,"1,000",95
