경도,위도,최근접 지하철,역과 거리(m),시군구,번지,본번,부번,전월세구분,면적(제곱m),계약월,계약일,보증금(만원),월세(만원),총비용,층,건축년도,도로명,계약기간(개월),계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
127.0579124,37.5708742,답십리역,643,서울특별시 동대문구 답십리동 36-19,36,19,(36-19),전세,38.37,202302,4,23000,0,23000,2,2016,답십리로48가길 45,-,신규,-,0,0
127.0579124,37.5708742,답십리역,643,서울특별시 동대문구 답십리동 36-19,36,19,(36-19),전세,38.56,202303,15,23000,0,23000,3,2016,답십리로48가길 45,-,-,-, , 
127.0579124,37.5708742,답십리역,643,서울특별시 동대문구 답십리동 36-19,36,19,(36-19),전세,40.17,202305,25,25000,0,25000,3,2016,답십리로48가길 45,-,갱신,-,"24,000",0
127.0579124,37.5708742,답십리역,643,서울특별시 동대문구 답십리동 36-19,36,19,(36-19),전세,38.56,202305,25,23000,0,23000,3,2016,답십리로48가길 45,-,갱신,-,"22,000",0
127.0485864,37.572484,신답역,323,서울특별시 동대문구 답십리동 469-11,469,11,(469-11),전세,54.57,202305,13,19700,0,19700,2,1986,황물로 65-9,-,갱신,사용,"18,900",0
127.0498807,37.5732108,신답역,450,서울특별시 동대문구 답십리동 470-3,470,3,(470-3),월세,29.95,202303,4,5000,100,7400,3,2022,답십리로38길 25,24,신규,-,0,0
127.0521496,37.5695165,답십리역,285,서울특별시 동대문구 답십리동 483-32,483,32,(483-32),월세,46.71,202302,28,2000,70,3680,3,1998,황물로3길 14,24,신규,-,0,0
127.0521496,37.5695165,답십리역,285,서울특별시 동대문구 답십리동 483-32,483,32,(483-32),월세,57.06,202305,29,2500,70,4180,-1,1998,황물로3길 14,24,신규,-,0,0
127.0601667,37.5731481,답십리역,961,서울특별시 동대문구 답십리동 75-23,75,23,(75-23),월세,54.67,202211,21,4000,60,4720,2,1986,답십리로57길 3-11,12,신규,-,0,0
127.0573034,37.5670855,답십리역,421,서울특별시 동대문구 답십리동 488-36,488,36,488-36,전세,22.82,202308,13,21100,0,21100,4,2016,전농로2나길 7,-,갱신,-,"21,000",0
127.0584316,37.5706309,답십리역,660,서울특별시 동대문구 답십리동 43-1,43,1,DS빌리지,전세,55.96,202211,30,42000,0,42000,5,2022,답십리로52길 49-3,-,신규,-,0,0
127.0584316,37.5706309,답십리역,660,서울특별시 동대문구 답십리동 43-1,43,1,DS빌리지,전세,55.96,202211,30,42000,0,42000,5,2022,답십리로52길 49-3,-,-,-, , 
127.0504002,37.5726323,신답역,428,서울특별시 동대문구 답십리동 467-22,467,22,MIHOUSE,전세,43.99,202211,19,38000,0,38000,3,2020,답십리로40길 31,-,신규,-,0,0
127.0504002,37.5726323,신답역,428,서울특별시 동대문구 답십리동 467-22,467,22,MIHOUSE,전세,24.41,202212,20,26700,0,26700,5,2020,답십리로40길 31,-,신규,-,0,0
127.0504002,37.5726323,신답역,428,서울특별시 동대문구 답십리동 467-22,467,22,MIHOUSE,전세,25.4,202304,3,25000,0,25000,4,2020,답십리로40길 31,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,26.45,202212,2,26850,0,26850,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.14,202212,19,29500,0,29500,3,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.14,202212,19,29500,0,29500,3,2021,전농로3가길 12,-,-,-, , 
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.35,202212,21,29000,0,29000,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,28.16,202305,16,19500,0,19500,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.93,202305,19,20500,0,20500,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.93,202305,20,21000,0,21000,3,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,28.16,202305,20,20000,0,20000,3,2021,전농로3가길 12,-,-,-, , 
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,28.16,202305,20,20000,0,20000,3,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.58,202306,24,21000,0,21000,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.14,202307,25,22900,0,22900,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.9,202307,29,21000,0,21000,2,2021,전농로3가길 12,-,-,-, , 
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,29.9,202307,29,21000,0,21000,2,2021,전농로3가길 12,-,신규,-,0,0
127.056707,37.569688,답십리역,476,서울특별시 동대문구 답십리동 260,260,0,골드빌리지,전세,54.8,202310,7,39000,0,39000,4,2021,전농로3가길 12,-,신규,-,0,0
127.0586134,37.5685584,답십리역,565,서울특별시 동대문구 답십리동 22-7,22,7,그린빌라,월세,49.75,202305,20,3000,65,4560,1,1996,답십리로56길 98,24,신규,-,0,0
127.0606816,37.5736264,답십리역,1031,서울특별시 동대문구 답십리동 75-27,75,27,그린빌라다동,월세,75.33,202306,20,13300,25,13900,2,1984,답십리로53길 35,24,갱신,사용,"19,000",0
127.0606816,37.5736264,답십리역,1031,서울특별시 동대문구 답십리동 75-27,75,27,그린빌라다동,월세,64.32,202307,14,5000,70,6680,2,1984,답십리로53길 35,24,신규,-,0,0
127.0495476,37.5716471,신답역,297,서울특별시 동대문구 답십리동 467-4,467,4,내일리버파크(467-4),전세,29.48,202212,27,24000,0,24000,5,2016,답십리로40길 59,-,신규,-,0,0
127.0495476,37.5716471,신답역,297,서울특별시 동대문구 답십리동 467-4,467,4,내일리버파크(467-4),전세,44.73,202303,30,33000,0,33000,4,2016,답십리로40길 59,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.16,202302,10,22510,0,22510,3,2017,답십리로40길 18,-,갱신,사용,"22,500",0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.16,202302,10,20000,0,20000,3,2017,답십리로40길 18,-,-,-, , 
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.77,202304,15,22000,0,22000,2,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202305,27,22000,0,22000,2,2017,답십리로40길 18,-,-,-, , 
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202305,27,22000,0,22000,2,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202306,10,22000,0,22000,4,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202306,10,22000,0,22000,4,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202306,27,19000,0,19000,5,2017,답십리로40길 18,-,-,-, , 
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.98,202307,1,23500,0,23500,6,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,41.59,202307,24,30000,0,30000,2,2017,답십리로40길 18,-,-,-, , 
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,41.59,202307,24,30000,0,30000,2,2017,답십리로40길 18,-,-,-, , 
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,41.59,202307,24,30000,0,30000,2,2017,답십리로40길 18,-,신규,-,0,0
127.050539,37.5734629,신답역,506,서울특별시 동대문구 답십리동 1006,1006,0,누리마루,전세,29.45,202308,3,25000,0,25000,4,2017,답십리로40길 18,-,신규,-,0,0
127.0506372,37.5711539,신답역,348,서울특별시 동대문구 답십리동 482-42,482,42,뉴그린빌리지,전세,29.24,202302,26,18000,0,18000,2,2018,사가정로2길 10-6,-,신규,-,0,0
127.0506372,37.5711539,신답역,348,서울특별시 동대문구 답십리동 482-42,482,42,뉴그린빌리지,전세,29.24,202304,14,18000,0,18000,4,2018,사가정로2길 10-6,-,-,-, , 
127.0506372,37.5711539,신답역,348,서울특별시 동대문구 답십리동 482-42,482,42,뉴그린빌리지,전세,29.93,202304,29,26000,0,26000,2,2018,사가정로2길 10-6,-,갱신,-,"27,000",0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,28.3,202303,23,22000,0,22000,5,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.84,202306,27,23000,0,23000,3,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,28.3,202306,29,20000,0,20000,5,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202307,10,23000,0,23000,3,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.84,202307,12,23000,0,23000,2,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202307,15,23000,0,23000,3,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.84,202308,19,23500,0,23500,2,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202308,22,23000,0,23000,3,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.97,202308,29,27000,0,27000,4,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202308,29,23500,0,23500,2,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202308,30,23000,0,23000,2,2023,답십리로48길 50,-,신규,-,0,0
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202308,31,23000,0,23000,3,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.75,202309,5,23500,0,23500,2,2023,답십리로48길 50,-,-,-, , 
127.0576537,37.5705857,답십리역,604,서울특별시 동대문구 답십리동 36-27,36,27,답십리시티빌,전세,29.97,202309,8,27000,0,27000,4,2023,답십리로48길 50,-,-,-, , 
127.049702,37.5721769,신답역,349,서울특별시 동대문구 답십리동 468-28,468,28,대운빌라,전세,29.83,202301,7,12500,0,12500,5,2009,답십리로38길 47-11,-,신규,-,0,0
127.049702,37.5721769,신답역,349,서울특별시 동대문구 답십리동 468-28,468,28,대운빌라,전세,29.83,202301,7,12500,0,12500,5,2009,답십리로38길 47-11,-,신규,-,0,0
127.049702,37.5721769,신답역,349,서울특별시 동대문구 답십리동 468-28,468,28,대운빌라,월세,44.16,202306,24,18000,10,18240,2,2009,답십리로38길 47-11,24,신규,-,0,0
127.05957,37.5684926,답십리역,643,서울특별시 동대문구 답십리동 27-3,27,3,대원,월세,32.04,202307,8,1000,50,2200,2,2002,한천로11다길 78,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,28.13,202304,12,2000,135,5240,10,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.21,202304,27,2500,140,5860,9,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.21,202305,12,5000,110,7640,10,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,28.13,202305,30,1000,140,2680,8,2022,전농로 59,12,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,2,2000,125,5000,8,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,2,3000,125,6000,10,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,2,2000,125,5000,8,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,28.13,202306,8,1000,135,4240,6,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,17,2000,120,4880,7,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,19,1000,140,4360,6,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.21,202306,20,2000,125,5000,6,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.21,202306,20,2000,130,5120,7,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.21,202306,22,2000,135,5240,8,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.47,202306,23,2000,130,5120,9,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,28.13,202306,27,2000,130,5120,9,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.82,202306,27,1000,135,4240,9,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.82,202307,3,1000,135,4240,10,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.82,202307,5,1000,130,4120,6,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,전세,28.13,202307,6,30000,0,30000,7,2022,전농로 59,-,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,전세,28.13,202307,6,30000,0,30000,7,2022,전농로 59,-,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.82,202307,12,1000,135,4240,7,2022,전농로 59,24,신규,-,0,0
127.056933,37.5702682,답십리역,533,서울특별시 동대문구 답십리동 259-10,259,10,더프레젠트259,월세,27.82,202307,12,1000,135,4240,8,2022,전농로 59,24,신규,-,0,0
127.0498719,37.5720309,신답역,348,서울특별시 동대문구 답십리동 467-72,467,72,드림앤하우스,전세,19.82,202304,18,16800,0,16800,6,2018,답십리로40길 49,-,신규,-,0,0
127.0507175,37.5709912,신답역,347,서울특별시 동대문구 답십리동 482-51,482,51,라브리빌,전세,20.39,202305,23,20000,0,20000,2,2019,사가정로2길 10-7,-,-,-, , 
127.0507175,37.5709912,신답역,347,서울특별시 동대문구 답십리동 482-51,482,51,라브리빌,전세,20.39,202306,13,20000,0,20000,2,2019,사가정로2길 10-7,-,-,-, , 
127.0507175,37.5709912,신답역,347,서울특별시 동대문구 답십리동 482-51,482,51,라브리빌,전세,20.39,202307,8,22000,0,22000,3,2019,사가정로2길 10-7,-,-,-, , 
127.0507175,37.5709912,신답역,347,서울특별시 동대문구 답십리동 482-51,482,51,라브리빌,전세,40.51,202307,27,29400,0,29400,2,2019,사가정로2길 10-7,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.95,202305,27,28000,0,28000,4,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202305,30,23000,0,23000,3,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,29.46,202306,11,23000,0,23000,3,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202306,23,23000,0,23000,3,2023,황물로1길 11,-,-,-, , 
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202306,23,23000,0,23000,3,2023,황물로1길 11,-,-,-, , 
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,29.46,202307,10,23000,0,23000,2,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.95,202307,11,28000,0,28000,4,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202308,14,23000,0,23000,3,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202308,17,23000,0,23000,2,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,27.44,202308,21,23000,0,23000,2,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,29.46,202308,22,23000,0,23000,3,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,28.54,202309,8,28000,0,28000,4,2023,황물로1길 11,-,신규,-,0,0
127.0497209,37.5716612,신답역,310,서울특별시 동대문구 답십리동 467-12,467,12,라비앙청계,전세,29.46,202309,14,24000,0,24000,2,2023,황물로1길 11,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.08,202309,7,29000,0,29000,6,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.69,202309,8,29000,0,29000,2,2023,사가정로2길 26,-,-,-, , 
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.69,202309,9,29000,0,29000,3,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,24.43,202309,9,28000,0,28000,6,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,24.43,202309,9,28000,0,28000,5,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,27.44,202309,12,28500,0,28500,5,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.35,202309,12,30000,0,30000,2,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,27.44,202309,12,29000,0,29000,4,2023,사가정로2길 26,-,-,-, , 
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,27.44,202309,12,29000,0,29000,4,2023,사가정로2길 26,-,-,-, , 
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,28.75,202309,18,30000,0,30000,4,2023,사가정로2길 26,-,-,-, , 
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.46,202309,18,30000,0,30000,4,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,28.75,202309,18,30000,0,30000,4,2023,사가정로2길 26,-,-,-, , 
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,27.44,202309,23,28000,0,28000,2,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,29.35,202310,6,29000,0,29000,3,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,24.43,202310,7,28000,0,28000,3,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,27.44,202310,18,29000,0,29000,3,2023,사가정로2길 26,-,신규,-,0,0
127.0514903,37.5706787,신답역,402,서울특별시 동대문구 답십리동 482-5,482,5,라비앙청계2차,전세,24.43,202310,27,28500,0,28500,4,2023,사가정로2길 26,-,-,-, , 
127.049611,37.571722,신답역,307,서울특별시 동대문구 답십리동 467-1,467,1,레이나,전세,47.54,202303,28,32000,0,32000,2,2014,답십리로40길 55,-,신규,-,0,0
127.0500217,37.5717587,신답역,337,서울특별시 동대문구 답십리동 467-62,467,62,로얄팰리스B동,전세,28.2,202301,9,26000,0,26000,3,2019,황물로1길 16,-,신규,-,0,0
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,26.32,202211,2,24000,0,24000,3,2020,사가정로 17,-,갱신,사용,"23,000",0
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,26.32,202211,4,20000,0,20000,5,2020,사가정로 17,-,신규,-,0,0
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,27.79,202211,10,25700,0,25700,3,2020,사가정로 17,-,갱신,사용,"24,500",0
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,24.78,202211,16,23000,0,23000,2,2020,사가정로 17,-,-,-, , 
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,26.32,202211,22,23000,0,23000,2,2020,사가정로 17,-,-,-, , 
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,24.78,202212,23,23000,0,23000,4,2020,사가정로 17,-,신규,-,0,0
127.0497391,37.5714554,신답역,297,서울특별시 동대문구 답십리동 467-15,467,15,리베르떼청계,전세,27.79,202301,28,22500,0,22500,2,2020,사가정로 17,-,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,전세,24.68,202211,2,25000,0,25000,3,2022,전농로 75-10,-,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,전세,25.95,202211,14,21000,0,21000,5,2022,전농로 75-10,-,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,전세,29.02,202211,16,30000,0,30000,4,2022,전농로 75-10,-,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,전세,29.02,202302,1,30000,0,30000,4,2022,전농로 75-10,-,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,29.02,202305,13,24500,25,25100,4,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,29.02,202305,19,24500,30,25220,4,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,29.89,202305,26,25000,25,25600,3,2022,전농로 75-10,24,-,-, , 
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,24.68,202307,15,21000,25,21600,2,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,24.68,202307,26,21000,30,21720,2,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,26.71,202307,29,22500,25,23100,2,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,26.71,202307,31,22500,25,23100,3,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,26.71,202308,6,22500,25,23100,3,2022,전농로 75-10,24,신규,-,0,0
127.0567466,37.5718166,답십리역,654,서울특별시 동대문구 답십리동 250-3,250,3,리베르떼청량리1차,월세,29.13,202308,15,24500,20,24980,4,2022,전농로 75-10,24,신규,-,0,0
