long,lat,cbd_m,gbd_m,ybd_m,north_hangang,district,address,jibun,station,station_m,univ,univ_m,road_m,scale,junse,month,date,guarantee,dong,rent_month,build,new_address,term,contract1,contract2,contract3...26,contract3...27,build_age,station_km,univ_km,cbd_km,gbd_km,ybd_km,scaled_guarantee,predicted,residuals,under_rated
127.046049,37.4789533,12143.82112,2785.311399,11370.45366,0,se,서울특별시 강남구 개포동,1***,매봉역,887,총신대학교,7085,8m미만,26.01,1,202308,2,12000,개포동,0,1994,개포로17길,202308~202508,신규,-,0,0,29,0.887,7.085,12.14382112,2.785311399,11.37045366,461.361015,13027.76422,-1027.764218,1
127.046049,37.4789533,12143.82112,2785.311399,11370.45366,0,se,서울특별시 강남구 개포동,1***,매봉역,887,총신대학교,7085,8m미만,27,1,202302,10,5000,개포동,0,1994,개포로17길,-,-,-,,,29,0.887,7.085,12.14382112,2.785311399,11.37045366,185.1851852,13257.10144,-8257.101442,1
127.0479097,37.479248,12279.52631,2753.03518,11431.81486,0,se,서울특별시 강남구 개포동,1***,매봉역,859,총신대학교,7243,8m미만,30,1,202304,17,12500,개포동,0,1996,개포로25길,202305~202505,신규,-,0,0,27,0.859,7.243,12.27952631,2.75303518,11.43181486,416.6666667,14215.93138,-1715.931376,1
127.0455255,37.4776343,12164.72319,2933.205628,11470.05486,0,se,서울특별시 강남구 개포동,1***,매봉역,1036,총신대학교,7062,8m미만,30.03,1,202306,16,13000,개포동,0,1989,논현로18길,202307~202507,신규,-,0,0,34,1.036,7.062,12.16472319,2.933205628,11.47005486,432.9004329,13220.51183,-220.5118344,1
127.0483742,37.4785262,12350.3142,2834.696457,11521.36814,0,se,서울특별시 강남구 개포동,1***,매봉역,944,총신대학교,7295,12m미만,31.53,1,202306,20,10000,개포동,0,1996,개포로24길,202307~202507,신규,-,0,0,27,0.944,7.295,12.3503142,2.834696457,11.52136814,317.158262,14492.07735,-4492.077355,1
127.0486578,37.4745157,12566.05644,3280.494072,11910.26038,0,se,서울특별시 강남구 개포동,1***,양재시민의숲역,1026,총신대학교,7401,8m미만,33,1,202307,10,11500,개포동,0,1996,논현로12길,202307~202507,신규,-,0,0,27,1.026,7.401,12.56605644,3.280494072,11.91026038,348.4848485,14756.03987,-3256.039873,1
127.0603878,37.4836355,13111.9664,2559.539755,11686.92602,0,se,서울특별시 강남구 개포동,1**,구룡역,385,건국대학교,6562,8m미만,36.3,1,202304,27,20000,개포동,0,1987,선릉로12길,202307~202507,갱신,-,12075,0,36,0.385,6.562,13.1119664,2.559539755,11.68692602,550.9641873,15033.08906,4966.910942,0
127.0507288,37.4725431,12828.41316,3512.102451,12193.04503,0,se,서울특별시 강남구 개포동,1***,양재시민의숲역,1118,총신대학교,7628,8m미만,38.27,1,202303,27,19000,개포동,0,1990,논현로6길,202303~202503,신규,-,0,0,33,1.118,7.628,12.82841316,3.512102451,12.19304503,496.4724327,15164.82561,3835.174386,0
127.0507288,37.4725431,12828.41316,3512.102451,12193.04503,0,se,서울특별시 강남구 개포동,1***,양재시민의숲역,1118,총신대학교,7628,8m미만,40,1,202303,3,13890,개포동,0,1995,논현로6길,202303~202403,갱신,-,13230,0,28,1.118,7.628,12.82841316,3.512102451,12.19304503,347.25,16169.00037,-2279.000369,1
127.0606789,37.4831256,13156.06719,2621.612097,11747.14089,0,se,서울특별시 강남구 개포동,1**,구룡역,446,건국대학교,6611,8m미만,44.64,1,202302,4,20000,개포동,0,1990,선릉로10길,202304~202504,갱신,사용,20000,0,33,0.446,6.611,13.15606719,2.621612097,11.74714089,448.0286738,17270.73009,2729.269913,0
127.0606789,37.4831256,13156.06719,2621.612097,11747.14089,0,se,서울특별시 강남구 개포동,1**,구룡역,446,건국대학교,6611,8m미만,47.37,1,202309,15,20000,개포동,0,1990,선릉로10길,202309~202509,신규,-,0,0,33,0.446,6.611,13.15606719,2.621612097,11.74714089,422.2081486,17903.14485,2096.855146,0
127.0510705,37.4791965,12536.67771,2781.86,11591.50394,0,se,서울특별시 강남구 개포동,1***,매봉역,941,건국대학교,7272,8m미만,56,1,202306,27,22000,개포동,0,1997,개포로36길,202307~202507,신규,-,0,0,26,0.941,7.272,12.53667771,2.78186,11.59150394,392.8571429,20284.48756,1715.51244,0
127.0493388,37.4737174,12659.70756,3372.313515,12017.31789,0,se,서울특별시 강남구 개포동,1***,양재시민의숲역,1042,총신대학교,7479,8m미만,60,1,202303,3,25150,개포동,0,1995,논현로8길,202304~202504,갱신,사용,24150,0,28,1.042,7.479,12.65970756,3.372313515,12.01731789,419.1666667,20873.99347,4276.006529,0
127.0479097,37.479248,12279.52631,2753.03518,11431.81486,0,se,서울특별시 강남구 개포동,1***,매봉역,859,총신대학교,7243,8m미만,65.56,1,202308,24,18000,개포동,0,1989,개포로25길,202309~202509,신규,-,0,0,34,0.859,7.243,12.27952631,2.75303518,11.43181486,274.5576571,21608.75987,-3608.759868,1
127.0455255,37.4776343,12164.72319,2933.205628,11470.05486,0,se,서울특별시 강남구 개포동,1***,매봉역,1036,총신대학교,7062,8m미만,86.1,1,202309,8,38000,개포동,0,1988,논현로18길,-,-,-,,,35,1.036,7.062,12.16472319,2.933205628,11.47005486,441.3472706,26088.65546,11911.34454,0
127.0288218,37.506358,9709.70553,1619.032967,7992.620665,0,se,서울특별시 강남구 논현동,1**,신논현역,343,총신대학교,5826,8m미만,20,1,202305,19,19000,논현동,0,1991,봉은사로11길,-,-,-,,,32,0.343,5.826,9.70970553,1.619032967,7.992620665,950,11791.86741,7208.132587,0
127.0237584,37.5076651,9241.382954,2085.32796,7623.67312,0,se,서울특별시 강남구 논현동,1**,신논현역,351,총신대학교,5462,12m미만,21,1,202311,20,14000,논현동,0,1990,강남대로122길,202312~202512,신규,-,0,0,33,0.351,5.462,9.241382954,2.08532796,7.62367312,666.6666667,11902.38922,2097.610778,0
127.0237584,37.5076651,9241.382954,2085.32796,7623.67312,0,se,서울특별시 강남구 논현동,1**,신논현역,351,총신대학교,5462,12m미만,22,1,202304,8,14000,논현동,0,1990,강남대로122길,202304~202504,신규,-,0,0,33,0.351,5.462,9.241382954,2.08532796,7.62367312,636.3636364,12134.04298,1865.957017,0
127.0222434,37.5109387,9039.824356,2310.601111,7245.876797,0,se,서울특별시 강남구 논현동,1**,논현역,59,총신대학교,5494,12m미만,23.14,1,202304,12,7000,논현동,0,1992,학동로2길,202304~202504,신규,-,0,0,31,0.059,5.494,9.039824356,2.310601111,7.245876797,302.5064823,12904.47275,-5904.472748,1
127.0215413,37.5120554,8957.69367,2412.151236,7108.209714,0,se,서울특별시 강남구 논현동,5*,논현역,97,한양대학교,5483,8m미만,23.14,1,202305,24,15000,논현동,0,1995,강남대로132길,202306~202506,신규,-,0,0,28,0.097,5.483,8.95769367,2.412151236,7.108209714,648.2281763,13232.16564,1767.834364,0
127.0226485,37.5096983,9100.116079,2234.324079,7380.789927,0,se,서울특별시 강남구 논현동,1**,논현역,187,총신대학교,5465,8m미만,25,1,202309,16,13000,논현동,0,1994,강남대로128길,-,-,-,,,29,0.187,5.465,9.100116079,2.234324079,7.380789927,520,13460.83989,-460.8398903,1
127.025519,37.5118773,9307.966003,2080.942888,7323.629375,0,se,서울특별시 강남구 논현동,1**,논현역,351,한양대학교,5381,8m미만,25.97,1,202303,10,12500,논현동,0,1995,학동로12길,202303~202503,갱신,-,12000,0,28,0.351,5.381,9.307966003,2.080942888,7.323629375,481.3246053,13658.64134,-1158.641343,1
127.0320582,37.5137495,9850.195743,1698.014453,7514.323684,0,se,서울특별시 강남구 논현동,2**,학동역,69,한양대학교,5027,8m미만,26.08,1,202310,9,8000,논현동,0,1996,학동로30길,-,-,-,,,27,0.069,5.027,9.850195743,1.698014453,7.514323684,306.7484663,14067.92936,-6067.929365,1
127.0237584,37.5076651,9241.382954,2085.32796,7623.67312,0,se,서울특별시 강남구 논현동,1**,신논현역,351,총신대학교,5462,12m미만,26.4,1,202301,19,12000,논현동,0,2010,강남대로122길,202302~202502,신규,-,0,0,13,0.351,5.462,9.241382954,2.08532796,7.62367312,454.5454545,15566.97452,-3566.974524,1
127.0237584,37.5076651,9241.382954,2085.32796,7623.67312,0,se,서울특별시 강남구 논현동,1**,신논현역,351,총신대학교,5462,12m미만,27,1,202309,7,12000,논현동,0,1996,강남대로122길,202309~202509,갱신,사용,12000,0,27,0.351,5.462,9.241382954,2.08532796,7.62367312,444.4444444,14016.40829,-2016.408285,1
127.0401695,37.5191501,10506.31933,1779.470598,7575.43081,0,se,서울특별시 강남구 논현동,1**,강남구청역,238,건국대학교,4159,8m미만,28,1,202305,15,11550,논현동,0,1995,선릉로137길,202307~202507,신규,-,0,0,28,0.238,4.159,10.50631933,1.779470598,7.57543081,412.5,14254.59298,-2704.592978,1
127.0328705,37.5081406,10020.27985,1321.317378,8044.25074,0,se,서울특별시 강남구 논현동,1**,언주역,131,건국대학교,5431,8m미만,29.41,1,202305,30,12000,논현동,0,1996,논현로113길,202306~202506,신규,-,0,0,27,0.131,5.431,10.02027985,1.321317378,8.04425074,408.0244815,14775.36914,-2775.369144,1
127.0290155,37.5129479,9595.721072,1864.900917,7413.805599,0,se,서울특별시 강남구 논현동,1**,학동역,299,한양대학교,5178,8m미만,33,1,202309,13,24000,논현동,0,1995,학동로24길,202310~202510,신규,-,0,0,28,0.299,5.178,9.595721072,1.864900917,7.413805599,727.2727273,15338.26953,8661.730469,0
127.0401342,37.517346,10517.94626,1593.345707,7710.693853,0,se,서울특별시 강남구 논현동,1**,강남구청역,103,건국대학교,4281,8m미만,33,1,202305,18,20000,논현동,0,2000,학동로53길,202305~202505,신규,-,0,0,23,0.103,4.281,10.51794626,1.593345707,7.710693853,606.0606061,16136.77226,3863.227738,0
127.0329652,37.51506,9912.129934,1736.038637,7456.306507,0,se,서울특별시 강남구 논현동,7*,학동역,123,한양대학교,4867,8m미만,33,1,202303,30,18000,논현동,0,1996,학동로33길,202305~202505,신규,-,0,0,27,0.123,4.867,9.912129934,1.736038637,7.456306507,545.4545455,15624.86029,2375.13971,0
127.0414267,37.5153857,10651.91243,1349.010514,7944.312131,0,se,서울특별시 강남구 논현동,2**,강남구청역,202,건국대학교,4331,8m미만,35,1,202303,2,15000,논현동,0,1996,선릉로127길,202303~202503,신규,-,0,0,27,0.202,4.331,10.65191243,1.349010514,7.944312131,428.5714286,16026.36877,-1026.368773,1
127.0314345,37.5070913,9918.590572,1408.753141,8060.798575,0,se,서울특별시 강남구 논현동,1**,언주역,224,건국대학교,5603,8m미만,35.19,1,202305,29,28300,논현동,0,2000,봉은사로21길,202306~202506,갱신,-,27000,0,23,0.224,5.603,9.918590572,1.408753141,8.060798575,804.2057403,16509.24782,11790.75218,0
127.0332099,37.5076717,10059.6905,1275.804511,8103.792723,0,se,서울특별시 강남구 논현동,1**,언주역,76,건국대학교,5444,8m미만,36,1,202303,9,11000,논현동,0,1996,논현로111길,202303~202503,신규,-,0,0,27,0.076,5.444,10.0596905,1.275804511,8.103792723,305.5555556,16351.74708,-5351.747079,1
127.034905,37.5080649,10198.53764,1150.815618,8161.87986,0,se,서울특별시 강남구 논현동,2**,언주역,117,건국대학교,5305,12m미만,36,1,202309,16,20000,논현동,0,1997,봉은사로29길,202310~202510,신규,-,0,0,26,0.117,5.305,10.19853764,1.150815618,8.16187986,555.5555556,16437.7466,3562.253404,0
127.0314345,37.5070913,9918.590572,1408.753141,8060.798575,0,se,서울특별시 강남구 논현동,1**,언주역,224,건국대학교,5603,8m미만,37.9,1,202302,27,13000,논현동,0,2000,봉은사로21길,-,-,-,,,23,0.224,5.603,9.918590572,1.408753141,8.060798575,343.0079156,17137.02952,-4137.029517,1
127.0385395,37.5223764,10345.42306,2165.1802,7228.214594,0,se,서울특별시 강남구 논현동,1**,압구정로데오역,598,한양대학교,3982,8m미만,39,1,202310,17,23500,논현동,0,1994,도산대로54길,202311~202511,신규,-,0,0,29,0.598,3.982,10.34542306,2.1651802,7.228214594,602.5641026,16357.99494,7142.005057,0
127.0237542,37.5114342,9162.029202,2204.883231,7274.491167,0,se,서울특별시 강남구 논현동,1**,논현역,188,한양대학교,5478,12m미만,39,1,202309,21,14000,논현동,0,1996,학동로6길,202310~202510,신규,-,0,0,27,0.188,5.478,9.162029202,2.204883231,7.274491167,358.974359,16944.20471,-2944.204706,1
127.0396458,37.5200483,10454.17194,1888.930434,7473.826379,0,se,서울특별시 강남구 논현동,1**,강남구청역,348,건국대학교,4140,8m미만,40.9,1,202309,1,13000,논현동,0,1996,선릉로141길,202309~202508,갱신,-,7000,10,27,0.348,4.14,10.45417194,1.888930434,7.473826379,317.8484108,17263.91866,-4263.918656,1
127.0405496,37.5181658,10547.39884,1665.285526,7674.550988,0,se,서울특별시 강남구 논현동,1**,강남구청역,125,건국대학교,4197,8m미만,42.19,1,202305,15,24000,논현동,0,1994,선릉로133길,-,-,-,,,29,0.125,4.197,10.54739884,1.665285526,7.674550988,568.855179,17523.13989,6476.860113,0
127.0405496,37.5181658,10547.39884,1665.285526,7674.550988,0,se,서울특별시 강남구 논현동,1**,강남구청역,125,건국대학교,4197,8m미만,42.19,1,202305,15,24000,논현동,0,1994,선릉로133길,202306~202506,신규,-,0,0,29,0.125,4.197,10.54739884,1.665285526,7.674550988,568.855179,17523.13989,6476.860113,0
127.0299564,37.5146885,9652.801575,1908.125149,7315.3106,0,se,서울특별시 강남구 논현동,5*,학동역,176,한양대학교,4970,8m미만,43.22,1,202308,7,28500,논현동,0,2002,논현로131길,202308~202312,갱신,-,25500,0,21,0.176,4.97,9.652801575,1.908125149,7.3153106,659.4169366,18666.32199,9833.678008,0
127.0309799,37.512123,9780.846954,1669.1661,7593.383639,0,se,서울특별시 강남구 논현동,1**,학동역,261,한양대학교,5224,8m미만,44,1,202305,3,18000,논현동,0,1990,논현로123길,202305~202505,신규,-,0,0,33,0.261,5.224,9.780846954,1.6691661,7.593383639,409.0909091,17316.74608,683.2539218,0
127.0396458,37.5200483,10454.17194,1888.930434,7473.826379,0,se,서울특별시 강남구 논현동,1**,강남구청역,348,건국대학교,4140,8m미만,44,1,202305,15,22000,논현동,0,1997,선릉로141길,202308~202508,갱신,사용,21000,0,26,0.348,4.14,10.45417194,1.888930434,7.473826379,500,18102.72806,3897.271936,0
127.0328705,37.5081406,10020.27985,1321.317378,8044.25074,0,se,서울특별시 강남구 논현동,1**,언주역,131,건국대학교,5431,8m미만,46,1,202311,8,18000,논현동,0,1993,논현로113길,202312~202512,신규,-,0,0,30,0.131,5.431,10.02027985,1.321317378,8.04425074,391.3043478,18256.45679,-256.456789,1
127.0403792,37.5186478,10528.53485,1720.732316,7626.976227,0,se,서울특별시 강남구 논현동,1**,강남구청역,180,건국대학교,4177,8m미만,49.83,1,202309,4,25000,논현동,0,1997,선릉로135길,202310~202510,신규,-,0,0,26,0.18,4.177,10.52853485,1.720732316,7.626976227,501.7057997,19605.37451,5394.625494,0
127.0329652,37.51506,9912.129934,1736.038637,7456.306507,0,se,서울특별시 강남구 논현동,7*,학동역,123,한양대학교,4867,8m미만,50,1,202305,29,17600,논현동,0,2001,학동로33길,202305~202505,갱신,-,16800,0,22,0.123,4.867,9.912129934,1.736038637,7.456306507,352,20166.38797,-2566.387974,1
127.0309799,37.512123,9780.846954,1669.1661,7593.383639,0,se,서울특별시 강남구 논현동,1**,학동역,261,한양대학교,5224,8m미만,51,1,202310,4,25000,논현동,0,2009,논현로123길,202311~202511,신규,-,0,0,14,0.261,5.224,9.780846954,1.6691661,7.593383639,490.1960784,21231.29465,3768.705352,0
127.0420571,37.5102287,10780.75492,809.404806,8393.312768,0,se,서울특별시 강남구 논현동,2**,선정릉역,158,건국대학교,4688,8m미만,52.89,1,202304,5,29000,논현동,0,2011,봉은사로49길,202304~202504,신규,-,0,0,12,0.158,4.688,10.78075492,0.809404806,8.393312768,548.3078087,22014.21893,6985.781074,0
127.0343083,37.5145439,10036.70696,1611.985728,7577.867329,0,se,서울특별시 강남구 논현동,2**,학동역,214,건국대학교,4879,8m미만,55,1,202309,15,27000,논현동,0,1997,학동로38길,202309~202509,갱신,-,15000,60,26,0.214,4.879,10.03670696,1.611985728,7.577867329,490.9090909,20758.93461,6241.065388,0
127.034905,37.5080649,10198.53764,1150.815618,8161.87986,0,se,서울특별시 강남구 논현동,2**,언주역,117,건국대학교,5305,12m미만,56.33,1,202307,20,30000,논현동,0,2003,봉은사로29길,202308~202508,신규,-,0,0,20,0.117,5.305,10.19853764,1.150815618,8.16187986,532.5758921,21871.36405,8128.635946,0
127.0416317,37.5148766,10675.86952,1289.770625,7996.886511,0,se,서울특별시 강남구 논현동,2**,강남구청역,260,건국대학교,4355,8m미만,59.4,1,202311,16,35000,논현동,0,1996,선릉로125길,-,-,-,,,27,0.26,4.355,10.67586952,1.289770625,7.996886511,589.2255892,21625.51839,13374.48161,0
127.0230903,37.509078,9151.690149,2178.190937,7459.813228,0,se,서울특별시 강남구 논현동,1**,논현역,267,총신대학교,5471,8m미만,60,1,202308,19,18000,논현동,0,1977,강남대로124길,-,-,-,,,46,0.267,5.471,9.151690149,2.178190937,7.459813228,300,19444.24084,-1444.240837,1
127.0342382,37.5188474,9985.431203,1988.47906,7223.747831,0,se,서울특별시 강남구 논현동,7*,학동역,540,한양대학교,4433,8m미만,70,1,202301,19,42000,논현동,0,2001,언주로141길,202302~202502,신규,-,0,0,22,0.54,4.433,9.985431203,1.98847906,7.223747831,600,24428.33415,17571.66585,0
127.0416317,37.5148766,10675.86952,1289.770625,7996.886511,0,se,서울특별시 강남구 논현동,2**,강남구청역,260,건국대학교,4355,8m미만,72.63,1,202304,30,30000,논현동,0,1997,선릉로125길,202306~202506,신규,-,0,0,26,0.26,4.355,10.67586952,1.289770625,7.996886511,413.0524577,24810.9804,5189.019603,0
127.0380904,37.5099367,10439.60388,1017.365214,8182.637392,0,se,서울특별시 강남구 논현동,2**,언주역,467,건국대학교,4958,25m미만,82.44,1,202309,12,38000,논현동,0,1989,언주로114길,202310~202510,신규,-,0,0,34,0.467,4.958,10.43960388,1.017365214,8.182637392,460.9412906,25918.46218,12081.53782,0
127.042735,37.5121694,10809.00506,974.5159949,8278.810112,0,se,서울특별시 강남구 논현동,2**,선정릉역,158,건국대학교,4491,8m미만,86.43,1,202303,8,41000,논현동,0,1995,선릉로115길,202305~202505,신규,-,0,0,28,0.158,4.491,10.80900506,0.974515995,8.278810112,474.3723244,27856.65687,13143.34313,0
127.0553192,37.5016325,12110.60147,790.9440461,9892.904642,0,se,서울특별시 강남구 대치동,9**,한티역,632,건국대학교,4822,8m미만,19.5,1,202303,9,13000,대치동,0,2000,역삼로74길,202304~202504,신규,-,0,0,23,0.632,4.822,12.11060147,0.790944046,9.892904642,666.6666667,12518.16503,481.83497,0
127.0522791,37.5015153,11851.17387,552.0350019,9716.986374,0,se,서울특별시 강남구 대치동,8**,선릉역,443,건국대학교,4953,12m미만,20,1,202301,9,16000,대치동,0,1996,역삼로63길,202302~202502,신규,-,0,0,27,0.443,4.953,11.85117387,0.552035002,9.716986374,800,12320.7028,3679.297203,0
127.052649,37.497868,11979.24596,853.0314974,10038.554,0,se,서울특별시 강남구 대치동,9**,한티역,178,건국대학교,5300,8m미만,24,1,202302,9,13000,대치동,0,1995,선릉로64길,202303~202503,신규,-,0,0,28,0.178,5.3,11.97924596,0.853031497,10.038554,541.6666667,13361.14917,-361.1491663,1
127.0599311,37.4997997,12553.24162,1244.654498,10324.08648,0,se,서울특별시 강남구 대치동,9**,대치역,656,건국대학교,4855,8m미만,24.24,1,202307,4,9450,대치동,0,1994,삼성로63길,202308~202508,신규,-,0,0,29,0.656,4.855,12.55324162,1.244654498,10.32408648,389.8514851,12869.66001,-3419.66001,1
127.0522791,37.5015153,11851.17387,552.0350019,9716.986374,0,se,서울특별시 강남구 대치동,8**,선릉역,443,건국대학교,4953,12m미만,24.3,1,202303,21,15000,대치동,0,1996,역삼로63길,202304~202504,신규,-,0,0,27,0.443,4.953,11.85117387,0.552035002,9.716986374,617.2839506,13316.81397,1683.186031,0
127.0562552,37.49783,12289.02314,1076.727738,10255.93567,0,se,서울특별시 강남구 대치동,9**,한티역,343,건국대학교,5175,8m미만,25.68,1,202306,16,13000,대치동,0,1995,도곡로69길,202307~202507,신규,-,0,0,28,0.343,5.175,12.28902314,1.076727738,10.25593567,506.2305296,13602.60149,-602.6014908,1
127.0599311,37.4997997,12553.24162,1244.654498,10324.08648,0,se,서울특별시 강남구 대치동,9**,대치역,656,건국대학교,4855,8m미만,28,1,202311,14,8900,대치동,0,1995,삼성로63길,-,-,-,,,28,0.656,4.855,12.55324162,1.244654498,10.32408648,317.8571429,13861.3609,-4961.360901,1
127.0588181,37.5041073,12357.77894,1053.832502,9920.136113,0,se,서울특별시 강남구 대치동,9**,삼성역,641,건국대학교,4445,12m미만,29.4,1,202310,4,20000,대치동,0,2000,삼성로76길,202310~202510,신규,-,0,0,23,0.641,4.445,12.35777894,1.053832502,9.920136113,680.2721088,14810.42236,5189.577638,0
127.0588181,37.5041073,12357.77894,1053.832502,9920.136113,0,se,서울특별시 강남구 대치동,9**,삼성역,641,건국대학교,4445,8m미만,29.52,1,202305,19,11900,대치동,0,1996,삼성로76길,202306~202506,신규,-,0,0,27,0.641,4.445,12.35777894,1.053832502,9.920136113,403.1165312,14355.48982,-2455.489815,1
127.0522791,37.5015153,11851.17387,552.0350019,9716.986374,0,se,서울특별시 강남구 대치동,8**,선릉역,443,건국대학교,4953,8m미만,30,1,202306,6,15000,대치동,0,1997,역삼로63길,202307~202507,신규,-,0,0,26,0.443,4.953,11.85117387,0.552035002,9.716986374,500,14757.92316,242.0768438,0
127.0588181,37.5041073,12357.77894,1053.832502,9920.136113,0,se,서울특별시 강남구 대치동,9**,삼성역,641,건국대학교,4445,8m미만,30,1,202302,14,15000,대치동,0,2001,삼성로76길,202303~202503,신규,-,0,0,22,0.641,4.445,12.35777894,1.053832502,9.920136113,500,15070.09737,-70.09736852,1
127.0602093,37.5039456,12481.96137,1176.864732,10022.0548,0,se,서울특별시 강남구 대치동,9**,삼성역,595,건국대학교,4415,12m미만,33.74,1,202306,22,23000,대치동,0,1996,역삼로83길,202307~202507,신규,-,0,0,27,0.595,4.415,12.48196137,1.176864732,10.0220548,681.6834618,15375.46916,7624.530843,0
127.0584736,37.5022256,12369.30601,1042.982935,10043.0863,0,se,서울특별시 강남구 대치동,9**,한티역,824,건국대학교,4649,12m미만,34.1,1,202308,24,13000,대치동,0,1995,삼성로71길,202309~202509,신규,-,0,0,28,0.824,4.649,12.36930601,1.042982935,10.0430863,381.2316716,15125.51348,-2125.513477,1
127.0522791,37.5015153,11851.17387,552.0350019,9716.986374,0,se,서울특별시 강남구 대치동,8**,선릉역,443,건국대학교,4953,8m미만,34.35,1,202311,16,17000,대치동,0,1997,역삼로63길,202312~202512,신규,-,0,0,26,0.443,4.953,11.85117387,0.552035002,9.716986374,494.9053857,15765.61702,1234.382984,0
127.0590837,37.5036332,12390.91359,1078.239656,9973.391171,0,se,서울특별시 강남구 대치동,9**,삼성역,672,건국대학교,4484,12m미만,35.51,1,202302,14,18000,대치동,0,1995,역삼로81길,202303~202503,신규,-,0,0,28,0.672,4.484,12.39091359,1.078239656,9.973391171,506.8994649,15593.48659,2406.513411,0
127.0521036,37.4995312,11886.95674,679.80056,9868.800592,0,se,서울특별시 강남구 대치동,9**,한티역,368,건국대학교,5156,12m미만,35.64,1,202302,11,20000,대치동,0,1996,선릉로72길,202303~202503,신규,-,0,0,27,0.368,5.156,11.88695674,0.67980056,9.868800592,561.1672278,16008.17411,3991.82589,0
127.0538914,37.5010723,12001.11049,700.4682719,9850.417147,0,se,서울특별시 강남구 대치동,9**,한티역,540,건국대학교,4932,8m미만,36,1,202310,14,24000,대치동,0,1994,역삼로70길,202311~202511,신규,-,0,0,29,0.54,4.932,12.00111049,0.700468272,9.850417147,666.6666667,15697.96812,8302.031876,0
127.0562552,37.49783,12289.02314,1076.727738,10255.93567,0,se,서울특별시 강남구 대치동,9**,한티역,343,건국대학교,5175,8m미만,40,1,202302,1,12000,대치동,0,1996,도곡로69길,202302~202502,신규,-,0,0,27,0.343,5.175,12.28902314,1.076727738,10.25593567,300,17040.5661,-5040.566097,1
127.053152,37.5017531,11920.64538,608.2981579,9750.596156,0,se,서울특별시 강남구 대치동,9**,선릉역,480,건국대학교,4894,8m미만,40.52,1,202308,31,25000,대치동,0,1996,역삼로67길,202310~202510,신규,-,0,0,27,0.48,4.894,11.92064538,0.608298158,9.750596156,616.9792695,17041.69238,7958.307617,0
127.0591362,37.5011117,12452.63828,1129.713354,10171.57131,0,se,서울특별시 강남구 대치동,9**,한티역,770,건국대학교,4743,8m미만,40.95,1,202309,3,19800,대치동,0,1997,삼성로67길,202309~202509,신규,-,0,0,26,0.77,4.743,12.45263828,1.129713354,10.17157131,483.5164835,17001.05819,2798.941809,0
127.0590837,37.5036332,12390.91359,1078.239656,9973.391171,0,se,서울특별시 강남구 대치동,9**,삼성역,672,건국대학교,4484,12m미만,42.36,1,202309,23,11000,대치동,0,1995,역삼로81길,202309~202509,갱신,-,11000,0,28,0.672,4.484,12.39091359,1.078239656,9.973391171,259.6789424,17180.31485,-6180.314852,1
127.0538914,37.5010723,12001.11049,700.4682719,9850.417147,0,se,서울특별시 강남구 대치동,9**,한티역,540,건국대학교,4932,8m미만,42.8,1,202309,25,26000,대치동,0,1995,역삼로70길,202310~202510,신규,-,0,0,28,0.54,4.932,12.00111049,0.700468272,9.850417147,607.4766355,17393.89645,8606.103552,0
127.0538914,37.5010723,12001.11049,700.4682719,9850.417147,0,se,서울특별시 강남구 대치동,9**,한티역,540,건국대학교,4932,8m미만,42.8,1,202308,26,25000,대치동,0,1995,역삼로70길,202310~202510,신규,-,0,0,28,0.54,4.932,12.00111049,0.700468272,9.850417147,584.1121495,17393.89645,7606.103552,0
127.0574387,37.4982113,12380.12598,1134.409251,10296.65477,0,se,서울특별시 강남구 대치동,9**,한티역,455,건국대학교,5097,8m미만,43,1,202304,23,18000,대치동,0,1990,도곡로73길,202304~202504,갱신,-,12500,0,33,0.455,5.097,12.38012598,1.134409251,10.29665477,418.6046512,16911.02782,1088.972177,0
127.0587415,37.5018145,12401.96972,1075.788792,10091.95266,0,se,서울특별시 강남구 대치동,9**,한티역,803,건국대학교,4683,8m미만,45,1,202306,1,23000,대치동,0,1995,삼성로69길,202306~202506,신규,-,0,0,28,0.803,4.683,12.40196972,1.075788792,10.09195266,511.1111111,17669.00166,5330.998339,0
127.0599311,37.4997997,12553.24162,1244.654498,10324.08648,0,se,서울특별시 강남구 대치동,9**,대치역,656,건국대학교,4855,8m미만,48,1,202305,25,12600,대치동,0,1996,삼성로63길,202305~202505,갱신,-,12600,0,27,0.656,4.855,12.55324162,1.244654498,10.32408648,262.5,18615.11887,-6015.11887,1
127.052613,37.5007892,11898.07902,620.7730975,9796.122439,0,se,서울특별시 강남구 대치동,9**,한티역,502,건국대학교,5011,12m미만,49,1,202308,11,26000,대치동,0,1994,역삼로64길,202310~202510,신규,-,0,0,29,0.502,5.011,11.89807902,0.620773098,9.796122439,530.6122449,18742.54702,7257.452984,0
127.0571201,37.5022748,12251.09287,924.6717709,9954.104393,0,se,서울특별시 강남구 대치동,9**,선릉역,763,건국대학교,4691,12m미만,53,1,202306,14,25000,대치동,0,2004,역삼로78길,202308~202508,신규,-,0,0,19,0.763,4.691,12.25109287,0.924671771,9.954104393,471.6981132,20644.60716,4355.392842,0
127.0588181,37.5041073,12357.77894,1053.832502,9920.136113,0,se,서울특별시 강남구 대치동,9**,삼성역,641,건국대학교,4445,12m미만,54.63,1,202308,8,35000,대치동,0,2002,삼성로76길,202310~202510,신규,-,0,0,21,0.641,4.445,12.35777894,1.053832502,9.920136113,640.6736226,20896.41225,14103.58775,0
