long,lat,cbd_m,gbd_m,ybd_m,north_hangang,district,address,jibun,station,station_m,univ,univ_m,road_m,scale,junse,month,date,guarantee,dong,rent_month,build,new_address,term,contract1,contract2,contract3...26,contract3...27,build_age,station_km,univ_km,cbd_km,gbd_km,ybd_km,scaled_guarantee,predicted,residuals,under_rated
127.0697275,37.5516268,13420.60121,5653.860631,8312.643589,1,ne,서울특별시 광진구 군자동,3**,어린이대공원역,596,세종대학교,367,8m미만,33.3,1,202309,25,9000,군자동,0,1991,동일로38길,202311~202511,신규,-,0,0,32,0.596,0.367,13.42060121,5.653860631,8.312643589,270.2702703,10563.77494,-1563.774942,1
127.0744605,37.5555821,13928.57205,6217.635717,8656.819214,1,ne,서울특별시 광진구 군자동,4*,군자역,478,세종대학교,428,8m미만,33.98,1,202306,28,12000,군자동,0,1987,동일로56다길,202308~202508,신규,-,0,0,36,0.478,0.428,13.92857205,6.217635717,8.656819214,353.1489111,10344.74751,1655.252493,0
127.0694896,37.551031,13385.79679,5584.587982,8304.582573,1,ne,서울특별시 광진구 군자동,3**,어린이대공원역,570,세종대학교,396,8m미만,35,1,202303,7,6000,군자동,0,1987,동일로36길,-,-,-,,,36,0.57,0.396,13.38579679,5.584587982,8.304582573,171.4285714,10497.95889,-4497.958892,1
127.0753461,37.5557518,14009.05578,6265.966459,8732.061204,1,ne,서울특별시 광진구 군자동,3*,군자역,398,세종대학교,462,8m미만,35,1,202307,15,19000,군자동,0,2017,면목로3길,202309~202509,-,-,,,6,0.398,0.462,14.00905578,6.265966459,8.732061204,542.8571429,14273.64056,4726.359438,0
127.0711903,37.553884,13603.10573,5934.102265,8397.359526,1,ne,서울특별시 광진구 군자동,1**,어린이대공원역,726,세종대학교,336,8m미만,35.53,1,202307,1,7000,군자동,0,1993,동일로46길,-,-,-,,,30,0.726,0.336,13.60310573,5.934102265,8.397359526,197.0166057,11204.07245,-4204.072451,1
127.0711903,37.553884,13603.10573,5934.102265,8397.359526,1,ne,서울특별시 광진구 군자동,1**,어린이대공원역,726,세종대학교,336,8m미만,35.53,1,202308,22,9450,군자동,0,1993,동일로46길,202310~202510,신규,-,0,0,30,0.726,0.336,13.60310573,5.934102265,8.397359526,265.9724177,11204.07245,-1754.072451,1
127.070332,37.552922,13504.69665,5807.209357,8339.739753,1,ne,서울특별시 광진구 군자동,3**,어린이대공원역,671,세종대학교,340,8m미만,35.77,1,202311,3,19000,군자동,0,1988,동일로42길,-,-,-,,,35,0.671,0.34,13.50469665,5.807209357,8.339739753,531.1713727,10706.20405,8293.795946,0
127.0766427,37.5554939,14113.42473,6286.817324,8849.316638,1,ne,서울특별시 광진구 군자동,4**,군자역,312,세종대학교,482,8m미만,36,1,202305,17,15000,군자동,0,1988,군자로17길,202306~202506,신규,-,0,0,35,0.312,0.482,14.11342473,6.286817324,8.849316638,416.6666667,11083.33799,3916.662006,0
127.0751772,37.5574186,14040.45744,6430.013771,8696.062254,1,ne,서울특별시 광진구 군자동,9*,군자역,383,세종대학교,639,8m미만,36,1,202307,27,23000,군자동,0,2013,천호대로104가길,202309~202509,신규,-,0,0,10,0.383,0.639,14.04045744,6.430013771,8.696062254,638.8888889,14032.8864,8967.113604,0
127.0714827,37.5545959,13646.86729,6017.11084,8411.084514,1,ne,서울특별시 광진구 군자동,1**,군자역,763,세종대학교,380,8m미만,36,1,202303,30,21000,군자동,0,2016,동일로50길,202305~202505,신규,-,0,0,7,0.763,0.38,13.64686729,6.01711084,8.411084514,583.3333333,14054.17557,6945.824427,0
127.0738207,37.5587018,13961.75713,6516.730728,8563.012279,1,ne,서울특별시 광진구 군자동,4**,군자역,530,세종대학교,771,8m미만,38,1,202303,10,26250,군자동,0,2017,동일로60길,202303~202503,갱신,사용,25000,0,6,0.53,0.771,13.96175713,6.516730728,8.563012279,690.7894737,14842.75012,11407.24988,0
127.0714827,37.5545959,13646.86729,6017.11084,8411.084514,1,ne,서울특별시 광진구 군자동,1**,군자역,763,세종대학교,380,8m미만,38,1,202308,15,20000,군자동,0,2001,동일로50길,-,-,-,,,22,0.763,0.38,13.64686729,6.01711084,8.411084514,526.3157895,12707.24185,7292.758149,0
127.0753461,37.5557518,14009.05578,6265.966459,8732.061204,1,ne,서울특별시 광진구 군자동,3*,군자역,398,세종대학교,462,8m미만,40,1,202310,10,25000,군자동,0,2020,면목로3길,202312~202512,신규,-,0,0,3,0.398,0.462,14.00905578,6.265966459,8.732061204,625,15793.95762,9206.042385,0
127.0716734,37.5548078,13668.85584,6045.132443,8424.391367,1,ne,서울특별시 광진구 군자동,1**,군자역,738,세종대학교,391,8m미만,40,1,202307,18,14000,군자동,0,1989,동일로52길,202308~202508,신규,-,0,0,34,0.738,0.391,13.66885584,6.045132443,8.424391367,350,11744.88801,2255.11199,0
127.0764533,37.554668,14075.63345,6196.600273,8844.792096,1,ne,서울특별시 광진구 군자동,7*,군자역,385,세종대학교,395,8m미만,40,1,202304,20,13000,군자동,0,1996,능동로27나길,202306~202506,신규,-,0,0,27,0.385,0.395,14.07563345,6.196600273,8.844792096,325,12910.65196,89.34803965,0
127.0732606,37.5577334,13885.76959,6398.603536,8524.017319,1,ne,서울특별시 광진구 군자동,4**,군자역,555,세종대학교,666,8m미만,41.63,1,202311,1,11500,군자동,0,1995,동일로58길,202311~202511,갱신,-,11000,0,28,0.555,0.666,13.88576959,6.398603536,8.524017319,276.2430939,13007.86415,-1507.86415,1
127.0766933,37.5537009,14071.79908,6108.558052,8881.089264,1,ne,서울특별시 광진구 군자동,2*,군자역,456,세종대학교,329,8m미만,42,1,202311,3,24000,군자동,0,2017,능동로27가길,202311~202511,신규,-,0,0,6,0.456,0.329,14.07179908,6.108558052,8.881089264,571.4285714,15844.95932,8155.040676,0
127.0720906,37.5555142,13723.62039,6131.566964,8450.173669,1,ne,서울특별시 광진구 군자동,1**,군자역,679,세종대학교,447,8m미만,42.73,1,202304,5,16000,군자동,0,1995,동일로54길,202304~202504,신규,-,0,0,28,0.679,0.447,13.72362039,6.131566964,8.450173669,374.4441844,13154.01052,2845.989483,0
127.0697353,37.5517994,13425.46484,5672.004279,8309.776823,1,ne,서울특별시 광진구 군자동,3**,어린이대공원역,609,세종대학교,366,8m미만,43.7,1,202310,14,13000,군자동,0,1992,동일로40길,-,신규,-,0,0,31,0.609,0.366,13.42546484,5.672004279,8.309776823,297.4828375,13081.85183,-81.85183189,1
127.0769876,37.5536421,14095.68291,6113.941283,8907.775056,1,ne,서울특별시 광진구 군자동,*,군자역,448,세종대학교,345,8m미만,45,1,202301,2,6000,군자동,0,1986,능동로27길,-,-,-,,,37,0.448,0.345,14.09568291,6.113941283,8.907775056,133.3333333,12805.73142,-6805.731424,1
127.0753461,37.5557518,14009.05578,6265.966459,8732.061204,1,ne,서울특별시 광진구 군자동,4*,군자역,398,세종대학교,462,8m미만,49.3,1,202308,23,20000,군자동,0,1976,면목로3길,202310~202510,신규,-,0,0,47,0.398,0.462,14.00905578,6.265966459,8.732061204,405.6795132,12638.29661,7361.703391,0
127.0753461,37.5557518,14009.05578,6265.966459,8732.061204,1,ne,서울특별시 광진구 군자동,1**,군자역,398,세종대학교,462,8m미만,51.4,1,202305,8,23000,군자동,0,2014,면목로3길,202306~202506,신규,-,0,0,9,0.398,0.462,14.00905578,6.265966459,8.732061204,447.4708171,17710.71399,5289.286008,0
127.077503,37.5544151,14159.43439,6211.004838,8940.525963,1,ne,서울특별시 광진구 군자동,4*,군자역,351,세종대학교,436,8m미만,59.73,1,202303,27,17000,군자동,0,1997,능동로29길,202303~202605,-,-,,,26,0.351,0.436,14.15943439,6.211004838,8.940525963,284.6140968,17632.01804,-632.0180446,1
127.077503,37.5544151,14159.43439,6211.004838,8940.525963,1,ne,서울특별시 광진구 군자동,*,군자역,351,세종대학교,436,8m미만,60,1,202311,6,28000,군자동,0,1996,능동로29길,202311~202511,갱신,사용,27000,0,27,0.351,0.436,14.15943439,6.211004838,8.940525963,466.6666667,17573.88181,10426.11819,0
127.0738207,37.5587018,13961.75713,6516.730728,8563.012279,1,ne,서울특별시 광진구 군자동,9*,군자역,530,세종대학교,771,12m미만,60.46,1,202301,17,28000,군자동,0,1991,동일로60길,202302~202502,신규,-,0,0,32,0.53,0.771,13.96175713,6.516730728,8.563012279,463.1161098,16907.9421,11092.0579,0
127.0735393,37.5537331,13801.16689,5996.93737,8605.031936,1,ne,서울특별시 광진구 군자동,1**,군자역,649,세종대학교,222,8m미만,61,1,202304,14,15000,군자동,0,1970,군자로15길,202305~202505,신규,-,0,0,53,0.649,0.222,13.80116689,5.99693737,8.605031936,245.9016393,14400.76147,599.238534,0
127.0735393,37.5537331,13801.16689,5996.93737,8605.031936,1,ne,서울특별시 광진구 군자동,1**,군자역,649,세종대학교,222,8m미만,62.5,1,202309,14,20000,군자동,0,2012,군자로15길,202311~202511,신규,-,0,0,11,0.649,0.222,13.80116689,5.99693737,8.605031936,320,19816.91759,183.0824084,0
127.0772232,37.5546918,14142.42723,6227.978265,8911.827745,1,ne,서울특별시 광진구 군자동,4*,군자역,339,세종대학교,440,8m미만,91.6,1,202307,24,29000,군자동,0,2000,능동로29가길,202309~202509,신규,-,0,0,23,0.339,0.44,14.14242723,6.227978265,8.911827745,316.5938865,25387.71085,3612.289155,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,13.56,1,202309,19,9000,능동,0,2009,능동로34길,-,-,-,,,14,0.151,0.679,14.37970198,6.432084474,9.109289748,663.7168142,8562.10288,437.8971201,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,16,1,202304,8,14000,능동,0,2021,능동로34길,202304~202504,신규,-,0,0,2,0.151,0.679,14.37970198,6.432084474,9.109289748,875,10575.53105,3424.468948,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,18,1,202310,28,6500,능동,0,1997,능동로34길,202310~202510,갱신,-,6300,0,26,0.151,0.679,14.37970198,6.432084474,9.109289748,361.1111111,8142.452583,-1642.452583,1
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,18.06,1,202309,27,12000,능동,0,1997,능동로32길,-,-,-,,,26,0.199,0.602,14.30624211,6.365308632,9.049440635,664.4518272,8114.139122,3885.860878,0
127.0778007,37.5530764,14151.89501,6089.369555,8988.305058,1,ne,서울특별시 광진구 능동,3**,군자역,476,세종대학교,376,8m미만,19,1,202307,1,8000,능동,0,2011,능동로28길,202307~202507,신규,-,0,0,12,0.476,0.376,14.15189501,6.089369555,8.988305058,421.0526316,9773.754471,-1773.754471,1
127.0778007,37.5530764,14151.89501,6089.369555,8988.305058,1,ne,서울특별시 광진구 능동,3**,군자역,476,세종대학교,376,8m미만,19,1,202309,5,8000,능동,0,2011,능동로28길,202309~202509,신규,-,0,0,12,0.476,0.376,14.15189501,6.089369555,8.988305058,421.0526316,9773.754471,-1773.754471,1
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,19,1,202311,7,6500,능동,0,2011,능동로34길,202312~202512,신규,-,0,0,12,0.151,0.679,14.37970198,6.432084474,9.109289748,342.1052632,10063.66484,-3563.664839,1
127.0778007,37.5530764,14151.89501,6089.369555,8988.305058,1,ne,서울특별시 광진구 능동,3**,군자역,476,세종대학교,376,8m미만,19,1,202301,10,8000,능동,0,2011,능동로28길,202302~202502,신규,-,0,0,12,0.476,0.376,14.15189501,6.089369555,8.988305058,421.0526316,9773.754471,-1773.754471,1
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,12m미만,19,1,202302,25,15750,능동,0,2019,능동로32길,-,-,-,,,4,0.199,0.602,14.30624211,6.365308632,9.049440635,828.9473684,10986.91415,4763.085851,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,20,1,202303,11,9000,능동,0,2009,능동로34길,202304~202504,갱신,-,7000,0,14,0.151,0.679,14.37970198,6.432084474,9.109289748,450,10053.9531,-1053.9531,1
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,21,1,202302,27,6000,능동,0,1997,능동로32길,-,-,-,,,26,0.199,0.602,14.30624211,6.365308632,9.049440635,285.7142857,8795.20118,-2795.20118,1
127.0777409,37.5529541,14143.78254,6074.868023,8985.190206,1,ne,서울특별시 광진구 능동,3**,군자역,491,세종대학교,366,8m미만,22,1,202301,11,11000,능동,0,2009,능동로26길,202302~202502,신규,-,0,0,14,0.491,0.366,14.14378254,6.074868023,8.985190206,500,10213.89504,786.1049563,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,23,1,202307,1,7000,능동,0,1988,능동로34길,202308~202508,신규,-,0,0,35,0.151,0.679,14.37970198,6.432084474,9.109289748,304.3478261,8214.576641,-1214.576641,1
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,23.1,1,202306,6,8000,능동,0,1984,능동로32길,-,-,-,,,39,0.199,0.602,14.30624211,6.365308632,9.049440635,346.3203463,7712.798332,287.2016676,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,23.1,1,202307,24,15000,능동,0,2010,능동로34길,202308~202508,신규,-,0,0,13,0.151,0.679,14.37970198,6.432084474,9.109289748,649.3506494,10892.76251,4107.237491,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,24,1,202305,30,4500,능동,0,2004,능동로32길,-,-,-,,,19,0.199,0.602,14.30624211,6.365308632,9.049440635,187.5,10334.94171,-5834.94171,1
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,26.4,1,202303,17,18000,능동,0,2013,능동로34길,202304~202504,신규,-,0,0,10,0.151,0.679,14.37970198,6.432084474,9.109289748,681.8181818,12019.26817,5980.731831,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,12m미만,29,1,202307,19,18000,능동,0,2015,능동로32길,202308~202508,신규,-,0,0,8,0.199,0.602,14.30624211,6.365308632,9.049440635,620.6896552,12820.72076,5179.27924,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,33,1,202301,9,17000,능동,0,2012,능동로32길,202302~202502,신규,-,0,0,11,0.199,0.602,14.30624211,6.365308632,9.049440635,515.1515152,13385.28756,3614.712445,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,33,1,202308,30,15500,능동,0,1992,능동로34길,202309~202509,신규,-,0,0,31,0.151,0.679,14.37970198,6.432084474,9.109289748,469.6969697,11013.84525,4486.154751,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,1**,군자역,199,세종대학교,602,8m미만,35.7,1,202303,18,13650,능동,0,1998,능동로32길,202304~202504,신규,-,0,0,25,0.199,0.602,14.30624211,6.365308632,9.049440635,382.3529412,12321.19422,1328.805785,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,36.3,1,202306,8,7500,능동,0,1996,능동로32길,202307~202507,신규,-,0,0,27,0.199,0.602,14.30624211,6.365308632,9.049440635,206.6115702,12218.82097,-4718.820972,1
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,38,1,202305,12,21500,능동,0,2012,능동로34길,-,-,-,,,11,0.151,0.679,14.37970198,6.432084474,9.109289748,565.7894737,14585.76905,6914.230954,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,40,1,202302,4,20500,능동,0,2012,능동로34길,-,-,-,,,11,0.151,0.679,14.37970198,6.432084474,9.109289748,512.5,15049.07657,5450.923432,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,12m미만,43,1,202310,5,13900,능동,0,1995,능동로32길,202310~202510,갱신,-,13400,0,28,0.199,0.602,14.30624211,6.365308632,9.049440635,323.255814,13650.21842,249.7815789,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,43,1,202308,10,23000,능동,0,2013,능동로32길,202309~202509,신규,-,0,0,10,0.199,0.602,14.30624211,6.365308632,9.049440635,534.8837209,15822.50791,7177.492086,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,43,1,202308,10,23000,능동,0,2013,능동로32길,202309~202509,신규,-,0,0,10,0.199,0.602,14.30624211,6.365308632,9.049440635,534.8837209,15822.50791,7177.492086,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,43.89,1,202304,21,22000,능동,0,2004,능동로34길,202306~202506,신규,-,0,0,19,0.151,0.679,14.37970198,6.432084474,9.109289748,501.2531328,14984.7477,7015.252299,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,50,1,202310,7,10000,능동,0,2009,능동로34길,202311~202511,신규,-,0,0,14,0.151,0.679,14.37970198,6.432084474,9.109289748,200,17003.56593,-7003.565929,1
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,52,1,202310,24,22000,능동,0,2009,능동로34길,202311~202511,신규,-,0,0,14,0.151,0.679,14.37970198,6.432084474,9.109289748,423.0769231,17466.87345,4533.126549,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,56.1,1,202311,25,20000,능동,0,1997,능동로32길,202401~202601,신규,-,0,0,26,0.199,0.602,14.30624211,6.365308632,9.049440635,356.5062389,16926.24819,3073.751811,0
127.0778007,37.5530764,14151.89501,6089.369555,8988.305058,1,ne,서울특별시 광진구 능동,2**,군자역,476,세종대학교,376,8m미만,58.44,1,202301,31,28000,능동,0,1985,능동로28길,-,-,-,,,38,0.476,0.376,14.15189501,6.089369555,8.988305058,479.1238877,15772.42731,12227.57269,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,12m미만,82.8,1,202309,16,29000,능동,0,1995,능동로32길,202310~202510,신규,-,0,0,28,0.199,0.602,14.30624211,6.365308632,9.049440635,350.2415459,22870.03811,6129.961893,0
127.0796535,37.5557909,14379.70198,6432.084474,9109.289748,1,ne,서울특별시 광진구 능동,2**,군자역,151,세종대학교,679,8m미만,83,1,202306,3,37000,능동,0,2001,능동로34길,-,-,-,,,22,0.151,0.679,14.37970198,6.432084474,9.109289748,445.7831325,23682.67804,13317.32196,0
127.0784121,37.5542994,14234.73769,6234.930227,9021.859751,1,ne,서울특별시 광진구 능동,3**,군자역,330,세종대학교,490,8m미만,84,1,202307,8,30000,능동,0,2012,능동로30길,202309~202509,신규,-,0,0,11,0.33,0.49,14.23473769,6.234930227,9.021859751,357.1428571,25082.58315,4917.41685,0
127.0789128,37.5554132,14306.24211,6365.308632,9049.440635,1,ne,서울특별시 광진구 능동,2**,군자역,199,세종대학교,602,8m미만,92.16,1,202302,2,36700,능동,0,2011,능동로32길,202303~202403,갱신,사용,35000,0,12,0.199,0.602,14.30624211,6.365308632,9.049440635,398.2204861,26969.2413,9730.758697,0
127.0766298,37.5370539,13769.96488,4509.213356,9330.481254,1,ne,서울특별시 광진구 자양동,2**,건대입구역,754,건국대학교,465,8m미만,10,1,202302,23,4400,자양동,0,1974,자양번영로11길,-,-,-,,,49,0.754,0.465,13.76996488,4.509213356,9.330481254,440,2969.093761,1430.906239,0
127.0658629,37.5354601,12806.13409,3869.237353,8509.356427,1,ne,서울특별시 광진구 자양동,5*,뚝섬유원지역,441,건국대학교,1267,8m미만,13.23,1,202307,19,5500,자양동,0,1989,뚝섬로30가길,-,-,-,,,34,0.441,1.267,12.80613409,3.869237353,8.509356427,415.7218443,5797.213901,-297.2139014,1
127.0750487,37.5322933,13590.30508,4003.175313,9394.05135,1,ne,서울특별시 광진구 자양동,4**,뚝섬유원지역,736,건국대학교,1010,8m미만,15,1,202307,1,7000,자양동,0,1979,자양번영로5길,202307~202507,신규,-,0,0,44,0.736,1.01,13.59030508,4.003175313,9.39405135,466.6666667,4736.925979,2263.074021,0
127.0792777,37.5309342,13955.88193,4135.546245,9797.052033,1,ne,서울특별시 광진구 자양동,6**,구의역,921,건국대학교,1119,8m미만,15,1,202309,13,12000,자양동,0,1977,뚝섬로52나길,202309~202509,신규,-,0,0,46,0.921,1.119,13.95588193,4.135546245,9.797052033,800,4325.255387,7674.744613,0
127.1132377,37.5599474,17374.10885,8537.112213,12027.85181,1,ne,서울특별시 광진구 자양동,*,암사역,1668,장로회신학대학교,1377,8m미만,16,1,202304,17,6000,자양동,0,1976,아차산로,-,-,-,,,47,1.668,1.377,17.37410885,8.537112213,12.02785181,375,3751.977852,2248.022148,0
127.1132377,37.5599474,17374.10885,8537.112213,12027.85181,1,ne,서울특별시 광진구 자양동,*,암사역,1668,장로회신학대학교,1377,8m미만,16,1,202304,25,6000,자양동,0,1976,아차산로,-,-,-,,,47,1.668,1.377,17.37410885,8.537112213,12.02785181,375,3751.977852,2248.022148,0
127.0658629,37.5354601,12806.13409,3869.237353,8509.356427,1,ne,서울특별시 광진구 자양동,5*,뚝섬유원지역,441,건국대학교,1267,8m미만,16.5,1,202309,6,11600,자양동,0,1991,뚝섬로30가길,-,-,-,,,32,0.441,1.267,12.80613409,3.869237353,8.509356427,703.030303,6796.087199,4803.912801,0
127.0656821,37.5358338,12793.95914,3899.826489,8478.434427,1,ne,서울특별시 광진구 자양동,4*,뚝섬유원지역,485,건국대학교,1261,8m미만,17,1,202301,9,8500,자양동,0,1985,뚝섬로30길,202302~202502,신규,-,0,0,38,0.485,1.261,12.79395914,3.899826489,8.478434427,500,6147.911338,2352.088662,0
127.0641863,37.5377138,12683.38498,4037.707697,8276.646883,1,ne,서울특별시 광진구 자양동,4*,건대입구역,534,건국대학교,1308,8m미만,17,1,202310,13,8000,자양동,0,1988,동일로10다길,202311~202511,신규,-,0,0,35,0.534,1.308,12.68338498,4.037707697,8.276646883,470.5882353,6464.511722,1535.488278,0
127.0659038,37.5362669,12817.96766,3951.664096,8477.9351,1,ne,서울특별시 광진구 자양동,5**,뚝섬유원지역,529,건국대학교,1222,8m미만,17,1,202304,20,7000,자양동,0,1986,뚝섬로27길,202304~202504,신규,-,0,0,37,0.529,1.222,12.81796766,3.951664096,8.4779351,411.7647059,6229.306769,770.6932308,0
127.0653378,37.5337702,12744.61571,3680.304164,8542.446324,1,ne,서울특별시 광진구 자양동,7*,뚝섬유원지역,277,건국대학교,1405,8m미만,17.26,1,202306,29,11000,자양동,0,1990,능동로3다길,202307~202507,신규,-,0,0,33,0.277,1.405,12.74461571,3.680304164,8.542446324,637.3117034,6998.033965,4001.966035,0
127.0811296,37.5361203,14156.724,4672.648353,9739.822633,1,ne,서울특별시 광진구 자양동,2**,구의역,460,건국대학교,593,8m미만,17.84,1,202311,24,12000,자양동,0,1975,아차산로46나길,202312~202512,신규,-,0,0,48,0.46,0.593,14.156724,4.672648353,9.739822633,672.6457399,5170.939499,6829.060501,0
127.0612935,37.536393,12413.80496,3809.553092,8097.524491,1,ne,서울특별시 광진구 자양동,1**,뚝섬유원지역,723,건국대학교,1596,8m미만,18,1,202301,11,10000,자양동,0,1975,동일로4길,202301~202501,신규,-,0,0,48,0.723,1.596,12.41380496,3.809553092,8.097524491,555.5555556,4949.989372,5050.010628,0
127.0759978,37.535553,13699.46752,4341.611419,9336.098487,1,ne,서울특별시 광진구 자양동,2**,건대입구역,806,건국대학교,640,8m미만,19,1,202311,6,18000,자양동,0,2017,자양번영로7길,202311~202511,갱신,-,18000,0,6,0.806,0.64,13.69946752,4.341611419,9.336098487,947.3684211,10192.75874,7807.241256,0
127.0614607,37.5358,12422.12848,3752.627529,8137.564047,1,ne,서울특별시 광진구 자양동,5*,뚝섬유원지역,665,건국대학교,1604,8m미만,19.8,1,202311,28,13000,자양동,0,1996,뚝섬로22가길,202312~202512,-,-,,,27,0.665,1.604,12.42212848,3.752627529,8.137564047,656.5656566,7953.905864,5046.094136,0
127.0697433,37.5398907,13199.25164,4462.060763,8651.602905,1,ne,서울특별시 광진구 자양동,*,건대입구역,74,건국대학교,774,8m미만,19.82,1,202302,28,9000,자양동,0,1989,아차산로34길,202303~202503,신규,-,0,0,34,0.074,0.774,13.19925164,4.462060763,8.651602905,454.086781,7666.851533,1333.148467,0
127.0659038,37.5362669,12817.96766,3951.664096,8477.9351,1,ne,서울특별시 광진구 자양동,8**,뚝섬유원지역,529,건국대학교,1222,8m미만,20,1,202301,17,4500,자양동,0,1988,뚝섬로27길,-,-,-,,,35,0.529,1.222,12.81796766,3.951664096,8.4779351,225,7165.633551,-2665.633551,1
127.067931,37.5405067,13049.01136,4453.913988,8477.862115,1,ne,서울특별시 광진구 자양동,*,건대입구역,113,건국대학교,926,8m미만,20,1,202307,17,13000,자양동,0,2015,아차산로30길,202308~202508,-,-,,,8,0.113,0.926,13.04901136,4.453913988,8.477862115,650,10807.9787,2192.021297,0
127.0658629,37.5354601,12806.13409,3869.237353,8509.356427,1,ne,서울특별시 광진구 자양동,5*,뚝섬유원지역,441,건국대학교,1267,8m미만,20,1,202308,18,2200,자양동,0,1986,뚝섬로30가길,-,-,-,,,37,0.441,1.267,12.80613409,3.869237353,8.509356427,110,7003.461614,-4803.461614,1
127.080534,37.5383825,14127.93217,4834.093679,9608.45267,1,ne,서울특별시 광진구 자양동,7**,구의역,516,건국대학교,346,8m미만,20,1,202307,31,10000,자양동,0,1990,자양로19가길,202308~202508,신규,-,0,0,33,0.516,0.346,14.12793217,4.834093679,9.60845267,500,7435.252445,2564.747555,0
127.0652912,37.5341418,12743.63662,3715.520339,8521.734197,1,ne,서울특별시 광진구 자양동,5*,뚝섬유원지역,316,건국대학교,1386,8m미만,24,1,202303,11,11000,자양동,0,1975,능동로3라길,202304~202504,신규,-,0,0,48,0.316,1.386,12.74363662,3.715520339,8.521734197,458.3333333,6714.024233,4285.975767,0
127.0795994,37.5362513,14023.23238,4597.501131,9607.59758,1,ne,서울특별시 광진구 자양동,2**,구의역,590,건국대학교,537,8m미만,24.51,1,202308,30,8000,자양동,0,1988,아차산로44가길,202311~202511,갱신,-,8000,0,35,0.59,0.537,14.02323238,4.597501131,9.60759758,326.3973888,8167.758835,-167.7588353,1
